"","dist_year","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic","Expulsions_Males","Expulsions_Females","Expulsion_Other"
"37494","71423_2012-13","0","0","0",2,"0","0",0
"37495","71423_2013-14","0",NA,"0",2,"0","0",NA
"37496","71423_2014-15","0",NA,"0",2,"0","0",NA
"37497","71423_2015-16","0","0","0",2,"0","0",NA
"37498","71423_2016-17","0","0","0",2,"0","0",NA
"37499","71431_2011-12","*",NA,"0",2,"0","0",NA
"37500","71431_2012-13","0","*","0",2,"0","0",NA
"37501","71431_2013-14","0","*","0",2,"0","0",NA
"37502","71431_2014-15","*","*","0",2,"0","0",NA
"37503","71431_2015-16","*","*","0",2,"0","0",NA
"37504","71431_2016-17","*","*","0",2,"0","0",NA
"37505","71449_2011-12","0","*","0",2,"0","0",NA
"37506","71449_2012-13","0","*","2",3,"3","0",NA
"37507","71449_2013-14","0","*","0",2,"0","0",NA
"37508","71449_2014-15","0","*","0",2,"0","0",0
"37509","71449_2015-16","0","*","1",2,"1","0",NA
"37510","71449_2016-17","0","*","0",2,"0","0",NA
"37511","71456_2011-12","*",NA,"0",2,"0","0",NA
"37512","71456_2012-13","*",NA,"0",2,"0","0",NA
"37513","71456_2013-14","*",NA,"0",2,"0","0",NA
"37514","71456_2014-15","*",NA,"0",2,"0","0",NA
"37515","71456_2015-16","*",NA,"0",2,"0","0",NA
"37516","71456_2016-17","0","*","0",2,"0","0",0
"37517","71464_2011-12","5","12","31",146,"86","26",11
"37518","71464_2012-13","2","4","33",131,"72","20",9
"37519","71464_2013-14","1","7","48",110,"86","10",8
"37520","71464_2014-15","2","3","16",142,"62","15",6
"37521","71464_2015-16","3","8","29",139,"70","31",12
"37522","71464_2016-17","5","4","43",149,"95","25",13
"37523","71472_2011-12","*","*","1",2,"1","0",NA
"37524","71472_2012-13","0","*","0",2,"0","0",NA
"37525","71472_2013-14","*","*","0",2,"0","0",NA
"37526","71472_2014-15","*","*","0",2,"0","0",NA
"37527","71472_2015-16","0","0","0",2,"0","0",NA
"37528","71472_2016-17","*","0","0",2,"0","0",0
"37529","71480_2011-12",NA,"*","0",1,"0","0",NA
"37530","71498_2011-12","0","0","3",105,"5","1",0
"37531","71498_2012-13","0","0","0",2,"0","0",0
"37532","71498_2013-14","0","0","0",2,"0","0",0
"37533","71498_2014-15","0","0","1",2,"1","0",0
"37534","71498_2015-16","0","0","0",3,"1","0",NA
"37535","71498_2016-17","0","0","0",2,"0","0",0
"37536","71506_2011-12","0","*","0",2,"0","0",0
"37537","71506_2012-13","*","*","0",2,"0","0",0
"37538","71506_2013-14","*","*","0",2,"0","0",0
"37539","71506_2014-15","*","*","0",2,"0","0",0
"37540","71506_2015-16","*","*","0",2,"0","0",0
"37541","71506_2016-17","*","*","0",2,"0","0",NA
"37542","71514_2011-12","*",NA,"0",1,"0","*",NA
"37543","71514_2012-13","*",NA,"0",1,"*","*",NA
"37544","71514_2013-14",NA,NA,"0",1,"*","0",NA
"37545","71514_2014-15",NA,NA,"0",1,"0","*",NA
"37546","71514_2015-16",NA,NA,"0",1,"*","*",NA
"37547","71514_2016-17",NA,NA,"0",1,"*","*",NA
"37548","71522_2011-12","*","*","0",2,"0","0",NA
"37549","71522_2012-13","*","*","0",2,"0","0",0
"37550","71522_2013-14","0","*","0",2,"0","0",NA
"37551","71522_2014-15","0","*","0",2,"0","0",NA
"37552","71522_2015-16","0","*","0",2,"0","0",NA
"37553","71522_2016-17","0","*","0",2,"0","0",NA
"37554","71530_2011-12",NA,NA,"0",1,"*","0",NA
"37555","71530_2012-13",NA,NA,"0",1,"0","0",NA
"37556","71530_2013-14",NA,NA,"0",1,"0","0",NA
"37557","71530_2014-15",NA,NA,"0",1,"0","0",NA
"37558","71530_2015-16",NA,NA,"0",1,"*","0",NA
"37559","71530_2016-17",NA,NA,"0",1,"*","0",NA
"37560","71548_2011-12",NA,"*","0",2,"0","0",NA
"37561","71548_2012-13","*","*","0",2,"0","0",NA
"37562","71548_2013-14","*","*","0",2,"0","0",NA
"37563","71548_2014-15","*","*","0",3,"1","0",0
"37564","71548_2015-16","*","*","0",2,"0","0",NA
"37565","71548_2016-17","*","*","0",2,"0","0",NA
"37566","71555_2011-12",NA,NA,"0",2,"0","0",NA
"37567","71555_2012-13",NA,NA,"0",2,"0","0",NA
"37568","71555_2013-14",NA,NA,"0",2,"0","0",NA
"37569","71555_2014-15",NA,NA,"0",2,"0","0",NA
"37570","71555_2015-16",NA,NA,"0",2,"0","0",NA
"37571","71555_2016-17","*",NA,"0",2,"0","0",NA
"37572","71563_2011-12",NA,"*","0",2,"0","0",NA
"37573","71563_2012-13","*","*","0",2,"0","0",NA
"37574","71563_2013-14",NA,"*","0",2,"0","0",NA
"37575","71563_2014-15",NA,"*","0",2,"0","0",NA
"37576","71563_2015-16",NA,"*","0",2,"0","0",NA
"37577","71563_2016-17",NA,"*","0",2,"0","0",NA
"37578","71571_2011-12",NA,"*","0",2,"0","0",NA
"37579","71571_2012-13",NA,"*","0",2,"0","0",NA
"37580","71571_2013-14","*","*","0",2,"0","0",NA
"37581","71571_2014-15","*","*","0",2,"0","0",NA
"37582","71571_2015-16","*","*","0",2,"0","0",NA
"37583","71571_2016-17","*","*","0",2,"0","0",NA
"37584","71589_2011-12",NA,NA,"0",1,"0","0",NA
"37585","71589_2012-13",NA,NA,"0",1,"0","0",NA
"37586","71605_2011-12",NA,"*","0",2,"0","0",NA
"37587","71605_2012-13",NA,"*","0",2,"0","0",NA
"37588","71613_2011-12",NA,NA,"0",1,"*","*",NA
"37589","71613_2012-13",NA,"*","0",1,"0","*",NA
"37590","71621_2011-12","0","0","0",2,"0","0",0
"37591","71621_2012-13","0","0","7",2,"4","3",0
"37592","71621_2013-14","0","0","8",125,"11","1",0
"37593","71621_2014-15","0","0","9",3,"10","1",1
"37594","71621_2015-16","0","0","0",2,"0","0",0
"37595","71621_2016-17","0","0","0",2,"0","0",0
"37596","71639_2011-12","0","0","2",3,"3","0",0
"37597","71639_2012-13","0","0","1",69,"2","1",0
"37598","71639_2013-14","*","0","1",105,"3","1",NA
"37599","71639_2014-15","0","0","0",2,"0","0",0
"37600","71639_2015-16","0","0","0",2,"0","0",0
"37601","71639_2016-17","0","0","1",2,"1","0",0
"37602","71647_2011-12","*","*","0",1,"0","0",NA
"37603","71647_2012-13",NA,"*","0",1,"0","0",NA
"37604","71647_2013-14","*","*","0",1,"0","0",NA
"37605","71647_2014-15","*","*","0",1,"0","0",NA
"37606","71647_2015-16","*","*","0",1,"0","0",NA
"37607","71647_2016-17","*","*","0",2,"0","0",NA
"37608","71654_2011-12",NA,"*","0",2,"0","0",NA
"37609","71654_2012-13","*","*","0",2,"0","0",NA
"37610","71654_2013-14","*",NA,"0",2,"0","0",NA
"37611","71654_2014-15","*","*","0",2,"0","0",NA
"37612","71654_2015-16","*","*","0",2,"0","0",NA
"37613","71654_2016-17","*","*","0",2,"0","0",NA
"37614","71662_2011-12",NA,NA,"0",1,"0","0",NA
"37615","71662_2012-13",NA,NA,"0",2,"0","0",NA
"37616","71662_2013-14",NA,NA,"0",2,"0","0",NA
"37617","71662_2014-15",NA,"*","0",2,"0","0",NA
"37618","71662_2015-16","*","*","0",2,"0","0",NA
"37619","71662_2016-17","*","*","0",2,"0","0",NA
"37620","71670_2011-12",NA,NA,"*",1,"*","*",NA
"37621","71670_2012-13",NA,NA,"*",0,"*","*",NA
"37622","71670_2013-14",NA,NA,"*",1,"*","*",NA
"37623","71670_2014-15",NA,NA,"0",1,"*","*",NA
"37624","71670_2015-16",NA,NA,"0",1,"*","*",NA
"37625","71670_2016-17",NA,NA,"*",1,"*","*",NA
"37626","71688_2011-12",NA,NA,"0",0,"0","*",NA
"37627","71688_2012-13",NA,NA,"*",1,"*","*",NA
"37628","71688_2013-14",NA,NA,"*",1,"*","*",NA
"37629","71696_2011-12","*","*","0",2,"0","0",NA
"37630","71696_2012-13","*",NA,"0",2,"0","0",NA
"37631","71696_2013-14","*",NA,"0",2,"0","0",NA
"37632","71696_2014-15","*",NA,"0",2,"0","0",NA
"37633","71696_2015-16","*",NA,"0",2,"0","0",NA
"37634","71696_2016-17","*",NA,"0",2,"0","0",NA
"37635","71738_2011-12",NA,NA,"0",1,"0","0",NA
"37636","71738_2012-13",NA,NA,"0",1,"0","0",NA
"37637","71738_2013-14",NA,NA,"0",1,"0","0",NA
"37638","71738_2014-15",NA,NA,"0",1,"0","0",NA
"37639","71738_2015-16",NA,NA,"0",1,"0","0",NA
"37640","71738_2016-17",NA,NA,"0",1,"0","0",NA
"37641","71746_2011-12","*",NA,"0",1,"0","0",NA
"37642","71746_2012-13","*","*","0",2,"0","0",NA
"37643","71746_2013-14","*",NA,"0",1,"0","0",NA
"37644","71746_2014-15","*",NA,"0",1,"0","0",NA
"37645","71746_2015-16","*",NA,"0",1,"0","0",NA
"37646","71746_2016-17","*",NA,"1",1,"0","1",NA
"37647","71761_2011-12",NA,NA,"0",1,"0","*",NA
"37648","71761_2012-13",NA,NA,"*",1,"*","*",NA
"37649","71761_2013-14",NA,NA,"*",1,"*","*",NA
"37650","71761_2014-15",NA,NA,"0",1,"0","*",NA
"37651","71761_2015-16",NA,NA,"*",0,"*","*",NA
"37652","71761_2016-17",NA,NA,"0",1,"*","*",NA
"37653","71795_2011-12",NA,NA,NA,2,"0","0",NA
"37654","71795_2012-13",NA,NA,NA,2,"0","0",NA
"37655","71795_2013-14",NA,NA,NA,2,"0","0",NA
"37656","71795_2014-15",NA,NA,NA,2,"0","0",NA
"37657","71795_2015-16",NA,NA,NA,2,"0","0",NA
"37658","71795_2016-17",NA,"*","*",2,"0","0",NA
"37659","71803_2011-12","0","0","0",2,"0","0",NA
"37660","71803_2012-13","0","*","0",2,"0","0",NA
"37661","71803_2013-14","*","0","1",3,"2","0",NA
"37662","71803_2014-15","0","0","0",2,"0","0",NA
"37663","71803_2015-16","0","0","0",2,"0","0",NA
"37664","71803_2016-17","*","0","1",2,"1","0",NA
"37665","71811_2011-12","0","*","0",2,"0","0",NA
"37666","71811_2012-13","0","*","0",2,"0","0",NA
"37667","71811_2013-14","0","*","0",2,"0","0",NA
"37668","71811_2014-15","0","*","0",2,"0","0",NA
"37669","71811_2015-16","*",NA,"0",2,"0","0",NA
"37670","71811_2016-17","*",NA,"0",2,"0","0",NA
"37671","71829_2011-12",NA,"*","0",2,"0","0",NA
"37672","71829_2012-13",NA,"*","0",2,"0","0",NA
"37673","71829_2013-14",NA,"*","0",2,"0","0",NA
"37674","71829_2014-15",NA,"*","0",2,"0","0",NA
"37675","71829_2015-16",NA,"*","0",2,"0","0",NA
"37676","71829_2016-17",NA,"*","0",2,"0","0",NA
"37677","71837_2011-12","0","0","0",2,"0","0",NA
"37678","71837_2012-13","0","0","1",69,"1","2",0
"37679","71837_2013-14","0","0","0",2,"0","0",0
"37680","71837_2014-15","0","0","0",2,"0","0",0
"37681","71837_2015-16","0","1","2",4,"8","5",NA
"37682","71837_2016-17","0","0","2",155,"7","1",0
"37683","71845_2011-12",NA,NA,"*",2,"0","0",NA
"37684","71845_2012-13",NA,NA,"0",2,"0","0",NA
"37685","71845_2013-14",NA,NA,"*",2,"0","0",NA
"37686","71845_2014-15",NA,NA,"*",2,"0","0",NA
"37687","71852_2011-12","*","*","0",3,"1","0",NA
"37688","71852_2012-13","*","*","0",2,"0","0",NA
"37689","71852_2013-14","*","*","0",2,"0","0",NA
"37690","71852_2014-15","*","*","0",2,"0","0",NA
"37691","71852_2015-16","*","*","0",2,"0","0",NA
"37692","71852_2016-17","*","*","0",2,"0","0",NA
"37693","71860_2011-12","0","*","0",2,"0","0",0
"37694","71860_2012-13","0","*","0",125,"4","0",0
"37695","71860_2013-14","0","*","0",181,"3","5",0
"37696","71860_2014-15","0","*","0",105,"3","0",0
"37697","71860_2015-16","0","*","0",125,"4","0",0
"37698","71860_2016-17","*","*","0",3,"1","0",0
"37699","71894_2011-12","*",NA,"*",2,"0","0",NA
"37700","71894_2012-13",NA,NA,"*",2,"0","0",NA
"37701","71894_2013-14",NA,NA,"0",2,"0","0",NA
"37702","71894_2014-15",NA,NA,"0",3,"1","0",NA
"37703","71894_2015-16",NA,NA,"*",2,"0","0",NA
"37704","71894_2016-17",NA,NA,"*",2,"0","0",NA
"37705","71902_2011-12","*","*","0",2,"0","0",NA
"37706","71902_2012-13","*","*","0",168,"5","2",NA
"37707","71902_2013-14","*","*","0",3,"1","0",NA
"37708","71902_2014-15","*","*","*",2,"0","0",0
"37709","71902_2015-16","*","*","0",3,"1","0",0
"37710","71902_2016-17","*","*","0",105,"4","0",NA
"37711","71910_2011-12","0","0","0",2,"0","0",0
"37712","71910_2012-13","0","0","0",2,"0","0",NA
"37713","71928_2011-12","0","0","0",2,"0","0",0
"37714","71928_2012-13","*","0","0",2,"0","0",0
"37715","71944_2011-12","*",NA,"0",2,"0","0",NA
"37716","71944_2012-13","*",NA,"0",2,"0","0",NA
"37717","71944_2013-14","*",NA,"0",2,"0","0",NA
"37718","71944_2014-15","*",NA,"0",2,"0","0",NA
"37719","71944_2015-16","*",NA,"0",2,"0","0",NA
"37720","71944_2016-17","*",NA,"0",2,"0","0",NA
"37721","71951_2011-12",NA,NA,"0",1,"*","*",NA
"37722","71951_2012-13",NA,NA,"0",1,"*","0",NA
"37723","71951_2013-14",NA,NA,"0",1,"*","0",NA
"37724","71951_2014-15",NA,NA,"0",1,"*","*",NA
"37725","71951_2015-16",NA,NA,"*",1,"*","*",NA
"37726","71951_2016-17",NA,NA,"0",1,"*","0",NA
"37727","71969_2011-12","*","*","0",2,"0","0",NA
"37728","71969_2012-13","*","*","0",2,"0","0",NA
"37729","71969_2013-14","*","*","0",2,"0","0",NA
"37730","71969_2014-15","*","*","0",3,"1","0",NA
"37731","71969_2015-16","*","*","0",2,"0","0",NA
"37732","71969_2016-17","*","*","0",2,"0","0",NA
"37733","71985_2011-12","*","*","0",2,"0","0",NA
"37734","71985_2012-13","*","*","0",2,"0","0",NA
"37735","71985_2013-14","*","*","0",2,"0","0",NA
"37736","71985_2014-15","*","0","0",2,"0","0",NA
"37737","71985_2015-16","*","0","0",2,"0","0",0
"37738","71985_2016-17","*","0","0",2,"0","0",NA
"37739","71993_2011-12","0","*","0",168,"5","2",NA
"37740","71993_2012-13","0","*","0",15,"10","2",NA
"37741","71993_2013-14","0","*","0",192,"7","2",NA
"37742","71993_2014-15","0","*","0",69,"2","0",NA
"37743","71993_2015-16","0","0","0",3,"1","0",NA
"37744","71993_2016-17","0","0","1",3,"2","0",NA
"37745","72009_2011-12","*",NA,"1",2,"1","0",NA
"37746","72009_2012-13","*","*","0",2,"0","0",NA
"37747","72009_2013-14","*",NA,"0",2,"0","0",NA
"37748","72009_2014-15","*","*","0",2,"0","0",NA
"37749","72009_2015-16","*",NA,"0",3,"1","0",NA
"37750","72009_2016-17","*",NA,"0",2,"0","0",NA
"37751","72017_2011-12","*","*","0",2,"0","0",NA
"37752","72017_2012-13","*","*","0",2,"0","0",NA
"37753","72017_2013-14",NA,"*","0",2,"0","0",NA
"37754","72017_2014-15","*","*","0",2,"0","0",NA
"37755","72017_2015-16","*","*","0",2,"0","0",NA
"37756","72017_2016-17","*","*","0",2,"0","0",NA
"37757","72025_2011-12","*",NA,"0",2,"0","0",NA
"37758","72025_2012-13","*",NA,"0",2,"0","0",NA
"37759","72025_2013-14","*",NA,"0",2,"0","0",NA
"37760","72025_2014-15","*",NA,"0",2,"0","0",NA
"37761","72025_2015-16","*",NA,"0",2,"0","0",NA
"37762","72025_2016-17","*",NA,"0",2,"0","0",NA
"37763","72033_2011-12","*","*","0",2,"0","0",NA
"37764","72033_2012-13","*","*","0",2,"0","0",NA
"37765","72033_2013-14","*","0","0",2,"0","0",NA
"37766","72033_2014-15","*","*","0",2,"0","0",NA
"37767","72033_2015-16","*","*","0",2,"0","0",NA
"37768","72033_2016-17",NA,"*","0",2,"0","0",NA
"37769","72041_2011-12","*","0","0",2,"0","0",NA
"37770","72041_2012-13","0","0","0",3,"1","0",NA
"37771","72041_2013-14","*","0","0",3,"1","0",NA
"37772","72041_2014-15","*","0","0",125,"5","0",NA
"37773","72041_2015-16","*","0","0",69,"2","0",NA
"37774","72041_2016-17","*","0","0",3,"1","0",NA
"37775","72058_2011-12","*","*","*",2,"0","0",0
"37776","72058_2012-13","*","*","*",2,"0","0",0
"37777","72058_2013-14","*",NA,"*",2,"0","0",0
"37778","72058_2014-15","*",NA,"*",2,"0","0",0
"37779","72058_2015-16",NA,"*","*",2,"0","0",NA
"37780","72058_2016-17",NA,NA,"0",2,"0","0",NA
"37781","72082_2011-12","*","*","0",2,"0","0",NA
"37782","72082_2012-13","*",NA,"*",155,"5","1",NA
"37783","72082_2013-14","*",NA,NA,69,"2","0",NA
"37784","72082_2014-15","*",NA,NA,3,"1","0",NA
"37785","72082_2015-16","*",NA,"*",2,"0","0",NA
"37786","72082_2016-17","*",NA,"*",2,"0","0",NA
"37787","72090_2011-12","*",NA,"0",2,"0","0",NA
"37788","72090_2012-13","*",NA,"0",2,"0","0",NA
"37789","72090_2013-14","*","*","0",2,"0","0",NA
"37790","72090_2014-15","*","*","0",2,"0","0",NA
"37791","72090_2015-16","*","*","0",2,"0","0",NA
"37792","72090_2016-17","*","*","0",2,"0","0",NA
"37793","72108_2011-12",NA,NA,"0",2,"0","0",NA
"37794","72108_2012-13",NA,NA,"0",2,"0","0",NA
"37795","72108_2013-14",NA,NA,"0",2,"0","0",NA
"37796","72108_2014-15",NA,NA,"0",2,"0","0",NA
"37797","72108_2015-16",NA,NA,"0",2,"0","0",NA
"37798","72108_2016-17",NA,"*","0",2,"0","0",NA
"37799","72116_2011-12","*","*","0",2,"0","0",0
"37800","72116_2012-13","*","*","0",2,"0","0",0
"37801","72116_2013-14","*","*","0",2,"0","0",0
"37802","72116_2014-15","*",NA,"0",2,"0","0",0
"37803","72116_2015-16","*",NA,"0",2,"0","0",NA
"37804","72116_2016-17","*",NA,"0",2,"0","0",NA
"37805","72132_2011-12","*","*","0",2,"0","0",NA
"37806","72132_2012-13","*","*","0",2,"0","0",NA
"37807","72132_2013-14","*","*","0",2,"0","0",NA
"37808","72132_2014-15","*","*","0",2,"0","0",NA
"37809","72132_2015-16","*",NA,"0",2,"0","0",NA
"37810","72132_2016-17","*",NA,"0",2,"0","0",NA
"37811","72140_2011-12","*","0","0",2,"0","0",NA
"37812","72140_2012-13","0","0","0",2,"0","0",NA
"37813","72140_2013-14","*","0","0",69,"2","0",NA
"37814","72140_2014-15","0","0","0",2,"0","0",NA
"37815","72140_2015-16","0","0","0",2,"0","0",0
"37816","72140_2016-17","0","0","0",2,"0","0",0
"37817","72157_2011-12","*","*","0",2,"0","0",NA
"37818","72157_2012-13","*","*","0",2,"0","0",NA
"37819","72157_2013-14","*","*","2",125,"5","1",NA
"37820","72157_2014-15","*","*","1",125,"5","0",NA
"37821","72157_2015-16","*","*","1",105,"4","0",NA
"37822","72157_2016-17",NA,"*","0",69,"2","0",NA
"37823","72173_2011-12","0","*","0",2,"0","0",NA
"37824","72173_2012-13","0","*","0",2,"0","0",NA
"37825","72173_2013-14","*","*","0",2,"0","0",NA
"37826","72173_2014-15","*","*","0",2,"0","0",NA
"37827","72173_2015-16","*","*","0",2,"0","0",NA
"37828","72173_2016-17","*","*","0",2,"0","0",NA
"37829","72181_2011-12",NA,NA,"0",2,"0","0",NA
"37830","72181_2012-13",NA,NA,"0",2,"0","0",NA
"37831","72181_2013-14",NA,NA,"0",2,"0","0",NA
"37832","72181_2014-15",NA,NA,"0",3,"0","1",NA
"37833","72181_2015-16",NA,NA,"0",2,"0","0",NA
"37834","72181_2016-17","*",NA,"0",2,"0","0",NA
"37835","72199_2011-12","*","*","0",2,"0","0",NA
"37836","72199_2012-13","*","*","0",2,"0","0",NA
"37837","72199_2013-14","*","*","0",69,"1","1",NA
"37838","72199_2014-15","*","*","0",2,"0","0",NA
"37839","72199_2015-16","*","*","0",2,"0","0",NA
"37840","72199_2016-17","*","*","0",2,"0","0",NA
"37841","72207_2011-12","*",NA,"0",2,"0","0",NA
"37842","72207_2012-13","*","*","0",2,"0","0",NA
"37843","72207_2013-14","*",NA,"0",2,"0","0",NA
"37844","72207_2014-15","*","*","0",2,"0","0",NA
"37845","72207_2015-16","*",NA,"0",2,"0","0",NA
"37846","72207_2016-17","*",NA,"0",2,"0","0",NA
"37847","72215_2011-12","*",NA,"0",105,"3","0",NA
"37848","72215_2012-13","*","*","0",69,"2","0",NA
"37849","72215_2013-14","*","*","0",2,"0","0",NA
"37850","72215_2014-15","*","*","0",2,"0","0",NA
"37851","72215_2015-16","*","*","0",3,"1","0",NA
"37852","72215_2016-17","*","*","0",2,"0","0",NA
"37853","72223_2011-12","*",NA,"0",2,"0","0",NA
"37854","72223_2012-13","*",NA,"0",2,"0","0",NA
"37855","72223_2013-14","*",NA,"0",2,"0","0",NA
"37856","72223_2014-15","*",NA,"*",2,"0","0",NA
"37857","72223_2015-16","*",NA,"0",2,"0","0",NA
"37858","72223_2016-17","*",NA,"*",2,"0","0",NA
"37859","72231_2011-12","0","1","0",125,"5","0",0
"37860","72231_2012-13","0","0","0",105,"2","1",0
"37861","72231_2013-14","0","1","0",3,"2","0",0
"37862","72231_2014-15","0","0","0",3,"1","0",NA
"37863","72231_2015-16","0","0","0",125,"4","0",0
"37864","72231_2016-17","0","1","0",141,"6","0",0
"37865","72249_2011-12","0","0","0",2,"0","0",0
"37866","72249_2012-13","0","0","0",3,"1","0",0
"37867","72249_2013-14","0","0","0",2,"0","0",0
"37868","72249_2014-15","0","0","0",2,"0","0",0
"37869","72249_2015-16","0","1","5",39,"18","3",1
"37870","72249_2016-17","0","5","8",70,"29","6",2
"37871","72256_2011-12","1","2","5",103,"29","9",1
"37872","72256_2012-13","1","1","5",92,"25","8",1
"37873","72256_2013-14","0","3","6",142,"51","13",5
"37874","72256_2014-15","3","6","12",163,"69","20",2
"37875","72256_2015-16","2","3","9",147,"45","23",0
"37876","72256_2016-17","0","2","1",101,"21","10",0
"37877","72264_2011-12",NA,"*","0",2,"0","0",NA
"37878","72264_2012-13",NA,"*","0",2,"0","0",NA
"37879","72264_2013-14",NA,"*","0",2,"0","0",NA
"37880","72264_2014-15",NA,"*","0",2,"0","0",NA
"37881","72264_2015-16",NA,"*","1",2,"1","0",NA
"37882","72264_2016-17",NA,"*","0",2,"0","0",NA
"37883","72272_2011-12","*","*","0",2,"0","0",NA
"37884","72280_2011-12","*","*","0",2,"0","0",NA
"37885","72298_2011-12",NA,NA,"0",2,"0","0",NA
"37886","72298_2012-13",NA,NA,"0",2,"0","0",NA
"37887","72298_2013-14",NA,NA,"0",2,"0","0",NA
"37888","72298_2014-15",NA,NA,"0",2,"0","0",NA
"37889","72298_2015-16",NA,NA,"0",2,"0","0",NA
"37890","72298_2016-17",NA,NA,"0",2,"0","0",NA
"37891","72306_2011-12","*","*","0",1,"0","0",NA
"37892","72306_2012-13","*","*","0",2,"0","0",NA
"37893","72306_2013-14","*","*","0",2,"0","0",NA
"37894","72306_2014-15","*","*","0",2,"0","0",NA
"37895","72306_2015-16","*","*","0",2,"0","0",NA
"37896","72306_2016-17","*","*","0",2,"0","0",NA
"37897","72348_2011-12","*","0","2",2,"2","0",NA
"37898","72348_2012-13","*","0","0",2,"0","0",0
"37899","72348_2013-14","*","*","0",2,"0","0",0
"37900","72348_2014-15","*","*","0",2,"0","0",0
"37901","72348_2015-16","*","0","0",2,"0","0",0
"37902","72348_2016-17","*","0","0",2,"0","0",NA
"37903","72355_2011-12","*","*","8",2,"7","1",NA
"37904","72355_2012-13","*","*","0",2,"0","0",NA
"37905","72355_2013-14","*","*","1",2,"0","1",0
"37906","72355_2014-15",NA,"*","3",2,"2","1",0
"37907","72355_2015-16",NA,"*","1",2,"0","1",0
"37908","72355_2016-17","*","*","0",2,"0","0",NA
"37909","72363_2011-12","0","0","0",2,"0","0",NA
"37910","72363_2012-13","*","0","1",105,"2","3",1
"37911","72363_2013-14","*","0","0",3,"0","1",NA
"37912","72363_2014-15","*","0","3",2,"1","2",0
"37913","72363_2015-16","*","*","0",2,"0","0",0
"37914","72363_2016-17","*","0","2",69,"4","0",0
"37915","72371_2011-12","0","*","4",2,"6","0",2
"37916","72371_2012-13","0","*","0",2,"0","0",0
"37917","72371_2013-14","0","*","0",69,"0","2",0
"37918","72371_2014-15","*","*","0",2,"1","0",NA
"37919","72371_2015-16","0","*","2",3,"2","1",NA
"37920","72371_2016-17","0","*","0",2,"0","0",0
"37921","72389_2011-12","0","2","10",69,"13","1",0
"37922","72389_2012-13","*","*","13",3,"11","5",0
"37923","72389_2013-14","*","0","8",125,"11","5",3
"37924","72389_2014-15","0","0","5",3,"4","2",0
"37925","72389_2015-16","*","*","1",69,"3","0",0
"37926","72389_2016-17","*","*","3",69,"3","3",0
"37927","72397_2011-12",NA,"*","4",2,"4","0",NA
"37928","72397_2012-13",NA,NA,"0",2,"1","0",NA
"37929","72397_2013-14","*","*","0",2,"0","0",0
"37930","72397_2014-15","*","*","0",2,"0","0",0
"37931","72397_2015-16","*","*","1",2,"1","0",NA
"37932","72397_2016-17",NA,"*","0",2,"0","0",NA
"37933","72405_2011-12",NA,"*","2",2,"2","0",NA
"37934","72405_2012-13","*","*","2",2,"2","1",NA
"37935","72405_2013-14","*",NA,"0",2,"0","0",NA
"37936","72405_2014-15",NA,NA,"0",2,"0","0",NA
"37937","72405_2015-16","*","*","0",2,"0","0",NA
"37938","72405_2016-17",NA,"*","0",2,"0","0",NA
"37939","72413_2011-12","*","*","5",3,"11","1",NA
"37940","72413_2012-13","*","0","0",2,"0","0",0
"37941","72413_2013-14","*","0","1",3,"3","0",1
"37942","72413_2014-15","*","0","1",2,"0","1",0
"37943","72413_2015-16","*","0","2",2,"1","1",0
"37944","72413_2016-17","*","0","0",2,"0","0",0
"37945","72421_2011-12","*","*","1",2,"1","0",NA
"37946","72421_2012-13","*","*","0",2,"0","0",NA
"37947","72421_2013-14","*","*","1",3,"0","2",NA
"37948","72421_2014-15",NA,"*","1",2,"1","0",NA
"37949","72421_2015-16",NA,"*","0",2,"0","0",NA
"37950","72421_2016-17","*","*","0",2,"0","0",NA
"37951","72447_2011-12","*","*","0",2,"0","0",NA
"37952","72447_2012-13","*",NA,"0",2,"0","0",NA
"37953","72447_2013-14","*",NA,"0",2,"0","0",NA
"37954","72447_2014-15",NA,NA,"0",2,"0","0",NA
"37955","72447_2015-16",NA,NA,"0",2,"0","0",NA
"37956","72447_2016-17",NA,NA,"0",2,"0","0",NA
"37957","72454_2011-12","0","0","0",2,"0","0",NA
"37958","72454_2012-13","0","0","0",2,"0","0",NA
"37959","72454_2013-14","0","0","1",155,"7","0",NA
"37960","72454_2014-15","0","0","1",4,"10","1",NA
"37961","72454_2015-16","*","*","2",39,"13","3",NA
"37962","72454_2016-17","*","*","1",192,"8","2",NA
"37963","72462_2011-12","0","0","0",39,"11","3",0
"37964","72462_2012-13","0","0","0",105,"2","1",0
"37965","72462_2013-14","0","1","0",3,"2","1",1
"37966","72462_2014-15","0","0","0",141,"4","1",0
"37967","72462_2015-16","0","1","0",3,"0","2",NA
"37968","72462_2016-17","0","0","1",155,"7","0",NA
"37969","72470_2011-12","0","0","0",2,"0","0",0
"37970","72470_2012-13","0","0","0",2,"0","0",0
"37971","72470_2013-14","0","0","0",2,"0","0",0
"37972","72470_2014-15","0","0","0",2,"0","0",0
"37973","72470_2015-16","0","0","0",2,"0","0",0
"37974","72470_2016-17","0","0","0",3,"1","0",0
"37975","72504_2011-12",NA,NA,"0",2,"0","0",NA
"37976","72504_2012-13","0","0","0",2,"0","0",0
"37977","72504_2013-14","0","0","0",2,"0","0",0
