"","dist_year","Expulsion_Female","Expulsion_Male","Expulsion_Total","Expulsion_Asian","Expulsion_Black","Expulsion_Hispanic","Expulsion_White","Expulsion_Other"
"4683","68205_2015-16",0,0,0,0,0,0,0,NA
"4684","68213_2015-16",0,0,0,0,0,0,0,0
"4685","68221_2015-16",0,0,0,0,0,0,0,NA
"4686","68296_2015-16",0,8,8,1,0,1,5,1
"4687","68304_2015-16",0,5,5,0,0,2,3,0
"4688","68312_2015-16",0,0,0,0,NA,0,0,NA
"4689","68338_2015-16",13,64,77,4,20,39,6,8
"4690","68346_2015-16",3,7,10,0,0,4,6,0
"4691","68353_2015-16",0,0,0,0,0,0,0,NA
"4692","68361_2015-16",0,0,0,0,0,0,0,0
"4693","68379_2015-16",0,0,0,0,0,0,0,NA
"4694","68387_2015-16",0,0,0,0,0,0,0,NA
"4695","68395_2015-16",0,0,0,0,0,0,0,0
"4696","68403_2015-16",0,0,0,0,0,0,0,0
"4697","68411_2015-16",1,21,22,0,1,19,2,0
"4698","68437_2015-16",0,0,0,NA,NA,0,0,NA
"4699","68452_2015-16",1,21,22,0,1,19,2,0
"4700","68478_2015-16",0,5,5,2,1,2,0,0
"4701","68486_2015-16",0,0,0,0,0,0,0,NA
"4702","68502_2015-16",0,4,4,0,0,2,2,NA
"4703","68544_2015-16",0,0,0,0,0,0,0,NA
"4704","68569_2015-16",14,50,64,3,17,26,13,5
"4705","68577_2015-16",0,8,8,0,2,4,2,NA
"4706","68585_2015-16",13,65,78,6,19,34,15,4
"4707","68593_2015-16",19,54,73,2,12,37,14,NA
"4708","68619_2015-16",0,0,0,NA,0,0,0,NA
"4709","68627_2015-16",1,0,1,0,1,0,0,0
"4710","68635_2015-16",0,1,1,NA,NA,0,0,NA
"4711","68650_2015-16",0,0,0,0,0,0,0,0
"4712","68676_2015-16",17,36,53,1,19,26,3,4
"4713","68700_2015-16",0,10,10,0,0,4,6,0
"4714","68726_2015-16",0,0,0,NA,0,0,0,NA
"4715","68759_2015-16",5,21,26,0,0,16,9,1
"4716","68791_2015-16",0,0,0,NA,NA,0,0,NA
"4717","68809_2015-16",0,8,8,0,0,4,3,1
"4718","68825_2015-16",1,1,2,NA,NA,0,2,NA
"4719","68833_2015-16",0,0,0,0,NA,0,0,NA
"4720","68841_2015-16",1,1,2,0,0,0,1,NA
"4721","68858_2015-16",0,0,0,0,0,0,NA,NA
"4722","68866_2015-16",0,0,0,0,0,0,0,NA
"4723","68874_2015-16",0,0,0,0,NA,0,0,NA
"4724","68882_2015-16",0,1,1,0,0,1,0,NA
"4725","68890_2015-16",0,0,0,0,0,0,0,NA
"4726","68908_2015-16",0,0,0,0,NA,0,0,NA
"4727","68916_2015-16",0,0,0,0,0,0,0,0
"4728","68924_2015-16",3,15,18,2,0,11,4,1
"4729","68932_2015-16",0,0,0,0,0,0,0,0
"4730","68940_2015-16",0,0,0,0,NA,0,0,NA
"4731","68957_2015-16",0,0,0,0,0,0,0,NA
"4732","68965_2015-16",0,0,0,0,0,0,0,0
"4733","68973_2015-16",0,0,0,0,0,0,0,NA
"4734","68981_2015-16",0,0,0,0,NA,0,0,NA
"4735","68999_2015-16",0,1,1,0,0,1,0,NA
"4736","69005_2015-16",0,0,0,0,0,0,0,NA
"4737","69013_2015-16",0,0,0,0,0,0,0,NA
"4738","69021_2015-16",0,0,0,0,0,0,0,NA
"4739","69039_2015-16",0,1,1,0,0,1,0,0
"4740","69047_2015-16",1,17,18,2,1,8,3,NA
"4741","69062_2015-16",7,15,22,0,3,14,2,3
"4742","69070_2015-16",2,5,7,0,0,5,0,2
"4743","69088_2015-16",0,0,0,0,NA,0,0,NA
"4744","69104_2015-16",0,0,0,NA,NA,0,0,0
"4745","69112_2015-16",0,0,0,0,0,0,0,NA
"4746","69120_2015-16",0,3,3,0,0,3,0,0
"4747","69138_2015-16",0,0,0,NA,NA,0,0,NA
"4748","69146_2015-16",2,6,8,0,0,6,1,NA
"4749","69161_2015-16",0,0,0,NA,NA,0,0,NA
"4750","69179_2015-16",0,0,0,NA,0,0,0,NA
"4751","69195_2015-16",0,0,0,0,0,0,0,NA
"4752","69203_2015-16",1,0,1,NA,NA,1,0,NA
"4753","69211_2015-16",0,0,0,0,0,0,0,NA
"4754","69229_2015-16",0,6,6,0,0,3,3,NA
"4755","69245_2015-16",0,0,0,NA,0,0,0,NA
"4756","69252_2015-16",0,0,0,NA,NA,0,0,NA
"4757","69260_2015-16",0,0,0,0,0,0,0,0
"4758","69310_2015-16",0,9,9,0,0,9,0,0
"4759","69328_2015-16",0,0,0,NA,NA,0,0,0
"4760","69336_2015-16",0,0,0,NA,NA,0,0,NA
"4761","69344_2015-16",0,0,0,NA,NA,0,0,NA
"4762","69369_2015-16",0,0,0,0,0,0,0,0
"4763","69377_2015-16",0,7,7,1,0,6,0,NA
"4764","69385_2015-16",0,0,0,0,0,0,0,0
"4765","69393_2015-16",0,3,3,0,0,2,0,1
"4766","69401_2015-16",4,6,10,1,1,6,2,0
"4767","69419_2015-16",0,0,0,0,0,0,0,0
"4768","69427_2015-16",4,10,14,2,0,9,1,2
"4769","69435_2015-16",1,0,1,0,0,0,1,0
"4770","69450_2015-16",2,6,8,0,1,7,0,NA
"4771","69468_2015-16",1,15,16,5,0,5,3,NA
"4772","69484_2015-16",2,10,12,0,0,8,4,0
"4773","69492_2015-16",0,0,0,NA,0,0,0,NA
"4774","69500_2015-16",0,0,0,0,NA,0,0,NA
"4775","69518_2015-16",0,0,0,0,0,0,0,NA
"4776","69526_2015-16",0,0,0,0,0,0,0,NA
"4777","69534_2015-16",0,0,0,0,0,0,0,NA
"4778","69542_2015-16",0,0,0,NA,NA,0,NA,NA
"4779","69575_2015-16",0,1,1,0,0,1,0,NA
"4780","69583_2015-16",3,9,12,2,0,6,4,0
"4781","69591_2015-16",0,0,0,0,0,0,0,NA
"4782","69609_2015-16",0,0,0,0,0,0,0,NA
"4783","69617_2015-16",0,0,0,0,0,0,0,0
"4784","69625_2015-16",0,1,1,0,0,1,0,0
"4785","69633_2015-16",0,0,0,0,0,0,0,NA
"4786","69641_2015-16",0,1,1,0,1,0,0,0
"4787","69666_2015-16",2,13,15,0,0,13,2,0
"4788","69674_2015-16",1,11,12,0,0,7,3,2
"4789","69682_2015-16",0,0,0,0,NA,0,0,NA
"4790","69690_2015-16",0,0,0,0,0,0,0,0
"4791","69708_2015-16",0,0,0,0,0,0,0,0
"4792","69732_2015-16",0,0,0,NA,0,NA,0,NA
"4793","69757_2015-16",0,0,0,NA,NA,NA,0,NA
"4794","69765_2015-16",0,0,0,0,0,0,0,NA
"4795","69773_2015-16",0,0,0,NA,0,NA,0,NA
"4796","69781_2015-16",0,0,0,NA,NA,0,0,NA
"4797","69799_2015-16",0,0,0,0,0,0,0,0
"4798","69807_2015-16",0,2,2,0,0,0,2,NA
"4799","69815_2015-16",0,1,1,0,0,1,0,NA
"4800","69823_2015-16",1,17,18,0,0,6,11,NA
"4801","69849_2015-16",0,0,0,0,NA,0,0,NA
"4802","69856_2015-16",2,1,3,0,0,0,3,NA
"4803","69872_2015-16",0,1,1,NA,NA,0,0,NA
"4804","69880_2015-16",0,0,0,NA,NA,0,0,NA
"4805","69914_2015-16",0,1,1,0,0,0,1,NA
"4806","69922_2015-16",0,0,0,0,NA,0,0,NA
"4807","69948_2015-16",0,0,0,0,NA,0,0,NA
"4808","69955_2015-16",0,0,0,0,NA,0,0,NA
"4809","69971_2015-16",0,0,0,0,0,0,0,NA
"4810","69989_2015-16",0,0,0,NA,NA,0,0,NA
"4811","69997_2015-16",0,0,0,0,0,NA,0,NA
"4812","70003_2015-16",0,0,0,0,NA,0,0,NA
"4813","70011_2015-16",0,0,0,0,0,0,0,NA
"4814","70029_2015-16",0,0,0,NA,NA,NA,0,NA
"4815","70037_2015-16",NA,0,0,0,0,NA,0,NA
"4816","70045_2015-16",0,0,0,0,NA,0,0,NA
"4817","70052_2015-16",0,0,0,NA,0,0,0,NA
"4818","70078_2015-16",0,0,0,NA,NA,0,0,NA
"4819","70086_2015-16",0,0,0,0,0,NA,0,NA
"4820","70094_2015-16",0,0,0,NA,NA,0,0,NA
"4821","70110_2015-16",0,0,0,0,0,0,0,NA
"4822","70128_2015-16",0,0,0,NA,NA,0,0,NA
"4823","70136_2015-16",4,17,21,0,3,3,15,0
"4824","70169_2015-16",0,0,0,0,0,0,0,NA
"4825","70177_2015-16",0,0,0,NA,NA,0,0,NA
"4826","70185_2015-16",0,0,0,NA,NA,0,0,NA
"4827","70193_2015-16",NA,NA,0,0,0,0,0,NA
"4828","70201_2015-16",0,0,0,0,NA,0,0,NA
"4829","70227_2015-16",0,0,0,0,0,0,0,NA
"4830","70243_2015-16",0,0,0,0,0,0,0,NA
"4831","70250_2015-16",0,1,1,0,NA,0,1,NA
"4832","70292_2015-16",NA,NA,0,0,0,NA,0,NA
"4833","70318_2015-16",0,0,0,0,NA,NA,0,NA
"4834","70326_2015-16",0,0,0,0,NA,0,0,NA
"4835","70334_2015-16",0,0,0,0,0,0,0,0
"4836","70359_2015-16",0,0,0,0,0,NA,0,NA
"4837","70367_2015-16",0,0,0,0,0,NA,NA,NA
"4838","70375_2015-16",0,NA,0,0,0,NA,0,NA
"4839","70383_2015-16",NA,NA,NA,0,0,0,NA,NA
"4840","70409_2015-16",0,0,0,0,NA,NA,0,0
"4841","70417_2015-16",0,0,0,NA,NA,0,0,NA
"4842","70425_2015-16",0,0,0,NA,0,0,0,NA
"4843","70458_2015-16",0,0,0,0,NA,NA,0,NA
"4844","70466_2015-16",0,1,1,0,0,0,1,NA
"4845","70482_2015-16",0,0,0,0,0,0,0,NA
"4846","70490_2015-16",0,0,0,0,0,NA,0,NA
"4847","70508_2015-16",2,1,3,0,NA,1,1,NA
"4848","70516_2015-16",0,9,9,NA,NA,1,7,NA
"4849","70524_2015-16",1,7,8,0,1,1,5,1
"4850","70532_2015-16",1,4,5,0,0,3,2,NA
"4851","70540_2015-16",15,32,47,1,19,17,4,6
"4852","70565_2015-16",2,3,5,0,1,2,2,0
"4853","70573_2015-16",4,16,20,1,3,8,6,2
"4854","70581_2015-16",8,30,38,0,19,9,7,3
"4855","70599_2015-16",0,0,0,0,NA,0,0,NA
"4856","70607_2015-16",0,1,1,0,0,0,1,NA
"4857","70615_2015-16",0,0,0,0,0,0,0,NA
"4858","70623_2015-16",0,0,0,0,0,0,0,NA
"4859","70649_2015-16",0,0,0,NA,NA,0,0,NA
"4860","70656_2015-16",0,0,0,0,NA,0,0,NA
"4861","70672_2015-16",0,0,0,NA,0,0,0,NA
"4862","70680_2015-16",0,0,0,NA,0,0,0,NA
"4863","70698_2015-16",0,0,0,0,0,0,0,NA
"4864","70706_2015-16",0,0,0,NA,NA,0,0,NA
"4865","70714_2015-16",0,0,0,0,NA,0,0,NA
"4866","70722_2015-16",0,0,0,NA,NA,0,0,NA
"4867","70730_2015-16",0,0,0,0,0,0,0,NA
"4868","70763_2015-16",0,0,0,0,0,0,0,NA
"4869","70789_2015-16",0,0,0,NA,NA,0,0,NA
"4870","70797_2015-16",0,0,0,0,0,0,0,0
"4871","70805_2015-16",0,0,0,0,NA,0,0,NA
"4872","70813_2015-16",0,0,0,NA,NA,NA,0,NA
"4873","70821_2015-16",0,0,0,0,0,NA,0,NA
"4874","70839_2015-16",0,0,0,0,0,0,0,NA
"4875","70847_2015-16",0,0,0,0,0,0,0,NA
"4876","70854_2015-16",0,0,0,0,0,0,0,NA
"4877","70862_2015-16",1,6,7,0,2,2,3,NA
"4878","70870_2015-16",0,0,0,0,0,0,0,NA
"4879","70888_2015-16",0,NA,0,0,0,0,NA,NA
"4880","70896_2015-16",0,0,0,0,0,0,0,0
"4881","70904_2015-16",0,2,2,0,0,2,0,NA
"4882","70912_2015-16",0,0,0,0,0,0,0,0
"4883","70920_2015-16",3,12,15,0,0,10,3,2
"4884","70938_2015-16",0,0,0,NA,NA,0,0,NA
"4885","70953_2015-16",6,18,24,0,1,16,7,NA
"4886","70961_2015-16",0,0,0,0,NA,0,0,NA
"4887","70979_2015-16",0,0,0,0,NA,0,0,NA
"4888","70995_2015-16",0,0,0,0,0,0,0,NA
"4889","71001_2015-16",0,0,0,0,0,0,0,NA
"4890","71019_2015-16",0,0,0,NA,0,0,0,NA
"4891","71035_2015-16",0,0,0,0,0,0,0,NA
"4892","71043_2015-16",4,22,26,1,1,21,2,1
"4893","71050_2015-16",0,0,0,0,NA,0,0,NA
"4894","71068_2015-16",0,0,0,NA,NA,0,0,NA
"4895","71076_2015-16",3,6,9,1,0,3,5,0
"4896","71084_2015-16",0,0,0,NA,NA,0,0,NA
"4897","71092_2015-16",0,0,0,0,0,0,0,NA
"4898","71100_2015-16",0,0,0,0,0,0,0,NA
"4899","71134_2015-16",0,0,0,0,NA,0,0,NA
"4900","71142_2015-16",0,0,0,NA,NA,0,0,NA
"4901","71167_2015-16",0,1,1,0,0,1,0,0
"4902","71175_2015-16",2,4,6,0,0,3,3,0
"4903","71209_2015-16",0,0,0,0,NA,0,NA,NA
"4904","71217_2015-16",0,8,8,0,0,8,0,NA
"4905","71233_2015-16",0,0,0,0,0,0,0,NA
"4906","71266_2015-16",0,0,0,0,0,0,0,NA
"4907","71274_2015-16",0,0,0,0,0,0,0,NA
"4908","71282_2015-16",0,0,0,0,0,0,0,0
"4909","71290_2015-16",2,1,3,0,0,2,1,0
"4910","71324_2015-16",0,0,0,NA,NA,0,0,NA
"4911","71357_2015-16",0,0,0,NA,0,0,0,NA
"4912","71365_2015-16",0,0,0,NA,NA,0,0,NA
"4913","71373_2015-16",0,0,0,NA,NA,0,0,NA
"4914","71381_2015-16",0,0,0,0,NA,0,0,NA
"4915","71399_2015-16",0,0,0,0,NA,0,0,NA
"4916","71407_2015-16",0,0,0,0,0,0,0,NA
"4917","71415_2015-16",0,0,0,0,0,0,0,0
"4918","71423_2015-16",0,0,0,0,0,0,0,NA
"4919","71431_2015-16",0,0,0,NA,NA,0,0,NA
"4920","71449_2015-16",0,1,1,0,NA,0,1,NA
"4921","71456_2015-16",0,0,0,NA,0,0,0,NA
"4922","71464_2015-16",31,70,101,3,8,49,29,12
"4923","71472_2015-16",0,0,0,0,0,0,0,NA
"4924","71498_2015-16",0,1,1,0,0,1,0,NA
"4925","71506_2015-16",0,0,0,NA,NA,0,0,NA
"4926","71514_2015-16",NA,NA,0,0,0,NA,0,NA
"4927","71522_2015-16",0,0,0,0,NA,0,0,NA
"4928","71530_2015-16",0,NA,0,0,0,NA,0,NA
"4929","71548_2015-16",0,0,0,NA,NA,0,0,NA
"4930","71555_2015-16",0,0,0,0,0,0,0,NA
"4931","71563_2015-16",0,0,0,0,NA,0,0,NA
"4932","71571_2015-16",0,0,0,NA,NA,0,0,NA
"4933","71621_2015-16",0,0,0,0,0,0,0,NA
"4934","71639_2015-16",0,0,0,0,0,0,0,NA
"4935","71647_2015-16",0,0,0,NA,NA,NA,0,NA
"4936","71654_2015-16",0,0,0,NA,NA,0,0,NA
"4937","71662_2015-16",0,0,0,NA,NA,0,0,NA
"4938","71670_2015-16",NA,NA,0,0,0,NA,0,NA
"4939","71696_2015-16",0,0,0,NA,0,0,0,0
"4940","71738_2015-16",0,0,0,0,0,NA,0,NA
"4941","71746_2015-16",0,0,0,NA,0,NA,0,NA
"4942","71761_2015-16",NA,NA,0,0,0,0,NA,NA
"4943","71795_2015-16",0,0,0,0,0,0,0,NA
"4944","71803_2015-16",0,0,0,0,0,0,0,NA
"4945","71811_2015-16",0,0,0,NA,0,0,0,NA
"4946","71829_2015-16",0,0,0,0,NA,0,0,NA
"4947","71837_2015-16",5,8,13,0,1,10,2,0
"4948","71852_2015-16",0,0,0,NA,NA,0,0,NA
"4949","71860_2015-16",0,4,4,0,NA,4,0,NA
"4950","71894_2015-16",0,0,0,0,0,0,NA,NA
"4951","71902_2015-16",0,1,1,NA,NA,1,0,NA
"4952","71944_2015-16",0,0,0,NA,0,0,0,NA
"4953","71951_2015-16",NA,NA,0,0,0,NA,NA,NA
"4954","71969_2015-16",0,0,0,NA,NA,0,0,NA
"4955","71985_2015-16",0,0,0,NA,0,0,0,NA
"4956","71993_2015-16",0,1,1,0,0,1,0,NA
"4957","72009_2015-16",0,1,1,NA,0,1,0,NA
"4958","72017_2015-16",0,0,0,NA,NA,0,0,NA
"4959","72025_2015-16",0,0,0,NA,0,0,0,NA
"4960","72033_2015-16",0,0,0,NA,NA,0,0,NA
"4961","72041_2015-16",0,2,2,NA,0,2,0,NA
"4962","72058_2015-16",0,0,0,0,NA,0,NA,NA
"4963","72082_2015-16",0,0,0,NA,0,0,NA,NA
"4964","72090_2015-16",0,0,0,NA,NA,0,0,NA
"4965","72108_2015-16",0,0,0,0,0,0,0,NA
"4966","72116_2015-16",0,0,0,NA,0,0,0,NA
"4967","72132_2015-16",0,0,0,NA,0,0,0,NA
"4968","72140_2015-16",0,0,0,0,0,0,0,NA
"4969","72157_2015-16",0,4,4,NA,NA,3,1,NA
"4970","72173_2015-16",0,0,0,NA,NA,0,0,NA
"4971","72181_2015-16",0,0,0,0,0,0,0,NA
"4972","72199_2015-16",0,0,0,NA,NA,0,0,NA
"4973","72207_2015-16",0,0,0,NA,0,0,0,NA
"4974","72215_2015-16",0,1,1,NA,NA,1,0,NA
"4975","72223_2015-16",0,0,0,NA,0,0,0,NA
"4976","72231_2015-16",0,4,4,0,0,4,0,NA
"4977","72249_2015-16",3,18,21,0,1,14,5,NA
"4978","72256_2015-16",23,45,68,2,3,54,9,0
"4979","72264_2015-16",0,1,1,0,NA,0,1,NA
"4980","72298_2015-16",0,0,0,0,0,0,0,NA
"4981","72306_2015-16",0,0,0,NA,NA,0,0,NA
"4982","72348_2015-16",0,0,0,NA,0,0,0,NA
"4983","72355_2015-16",1,0,1,0,NA,0,1,NA
"4984","72363_2015-16",0,0,0,NA,NA,0,0,NA
"4985","72371_2015-16",1,2,3,0,NA,1,2,NA
"4986","72389_2015-16",0,3,3,NA,NA,2,1,NA
"4987","72397_2015-16",0,1,1,NA,NA,0,1,NA
"4988","72405_2015-16",0,0,0,NA,NA,0,0,NA
"4989","72413_2015-16",1,1,2,NA,0,0,2,NA
"4990","72421_2015-16",0,0,0,0,NA,0,0,NA
"4991","72447_2015-16",0,0,0,0,0,0,0,NA
"4992","72454_2015-16",3,13,16,NA,NA,14,2,NA
"4993","72462_2015-16",2,0,2,0,1,1,0,0
"4994","72470_2015-16",0,0,0,0,0,0,0,NA
"4995","72504_2015-16",0,0,0,0,0,0,0,NA
"4996","72512_2015-16",0,0,0,0,0,0,0,NA
"4997","72520_2015-16",0,0,0,0,0,0,0,NA
"4998","72538_2015-16",0,0,0,0,0,0,0,NA
"4999","72546_2015-16",14,75,89,0,2,86,1,NA
"5000","72553_2015-16",0,0,0,0,0,0,0,0
"5001","72561_2015-16",0,3,3,0,0,3,0,0
"5002","72579_2015-16",0,0,0,NA,0,0,0,NA
"5003","72603_2015-16",6,19,25,0,0,10,12,3
"5004","72611_2015-16",0,0,0,0,0,0,0,NA
"5005","72652_2015-16",7,10,17,0,0,6,10,NA
"5006","72678_2015-16",0,0,0,0,0,0,0,0
"5007","72686_2015-16",0,0,0,NA,NA,0,0,NA
"5008","72694_2015-16",0,0,0,0,0,0,0,NA
"5009","72702_2015-16",0,1,1,0,0,1,0,NA
"5010","72710_2015-16",1,3,4,0,0,4,0,0
"5011","72728_2015-16",0,0,0,NA,NA,0,0,NA
"5012","72736_2015-16",7,48,55,0,8,11,30,6
"5013","72744_2015-16",0,0,0,0,0,0,0,NA
"5014","72751_2015-16",1,1,2,0,0,0,2,NA
"5015","72769_2015-16",1,9,10,0,1,2,6,NA
"5016","73361_2015-16",0,0,0,NA,NA,0,0,NA
"5017","73379_2015-16",0,0,0,0,NA,0,0,NA
"5018","73387_2015-16",0,2,2,0,0,2,0,NA
"5019","73437_2015-16",0,5,5,0,1,4,0,0
"5020","73445_2015-16",1,9,10,1,1,8,0,0
"5021","73452_2015-16",0,1,1,0,0,1,0,0
"5022","73460_2015-16",0,0,0,0,0,0,0,NA
"5023","73544_2015-16",0,0,0,0,NA,0,0,NA
"5024","73551_2015-16",0,1,1,0,0,0,0,1
"5025","73569_2015-16",2,16,18,1,4,8,4,1
"5026","73585_2015-16",0,1,1,0,1,0,0,NA
"5027","73593_2015-16",0,0,0,0,NA,0,0,NA
"5028","73601_2015-16",0,1,1,0,0,0,1,NA
"5029","73619_2015-16",0,1,1,0,0,1,0,NA
"5030","73635_2015-16",15,28,43,2,0,22,17,2
"5031","73643_2015-16",3,3,6,0,1,5,0,0
"5032","73650_2015-16",4,3,7,1,0,2,3,1
"5033","73668_2015-16",0,0,0,NA,NA,0,0,NA
"5034","73676_2015-16",3,25,28,NA,0,28,0,0
"5035","73684_2015-16",0,0,0,NA,0,0,0,NA
"5036","73692_2015-16",0,0,0,0,NA,0,0,NA
"5037","73700_2015-16",0,0,0,0,NA,0,0,NA
"5038","73726_2015-16",0,0,0,0,0,0,0,NA
"5039","73742_2015-16",1,17,18,0,4,4,10,0
"5040","73759_2015-16",0,0,0,0,0,0,0,NA
"5041","73783_2015-16",0,0,0,0,NA,0,0,NA
"5042","73791_2015-16",2,16,18,0,0,15,3,0
"5043","73809_2015-16",0,2,2,NA,NA,2,0,NA
"5044","73825_2015-16",0,2,2,0,0,2,0,0
"5045","73833_2015-16",0,0,0,0,0,NA,0,NA
"5046","73858_2015-16",0,0,0,NA,0,0,0,NA
"5047","73866_2015-16",0,0,0,0,NA,0,0,NA
"5048","73874_2015-16",0,0,0,0,0,0,0,NA
"5049","73882_2015-16",4,11,15,0,0,9,5,1
"5050","73890_2015-16",0,1,1,0,1,0,0,0
"5051","73908_2015-16",4,8,12,0,0,12,0,NA
"5052","73916_2015-16",0,4,4,NA,NA,1,2,NA
"5053","73924_2015-16",0,0,0,0,0,0,0,NA
"5054","73932_2015-16",1,12,13,NA,NA,13,0,NA
"5055","73940_2015-16",0,0,0,0,0,0,0,NA
"5056","73957_2015-16",4,27,31,0,5,7,18,1
"5057","73965_2015-16",17,50,67,1,15,36,8,NA
"5058","73973_2015-16",2,8,10,0,6,1,2,1
"5059","73981_2015-16",0,0,0,0,0,0,0,NA
"5060","73999_2015-16",2,6,8,0,0,5,1,NA
"5061","75002_2015-16",0,0,0,0,0,0,0,NA
"5062","75010_2015-16",0,0,0,NA,0,0,0,NA
"5063","75028_2015-16",0,0,0,0,0,0,0,NA
"5064","75036_2015-16",0,0,0,NA,0,0,0,NA
"5065","75044_2015-16",14,70,84,1,19,45,17,2
"5066","75051_2015-16",0,0,0,0,0,0,0,NA
"5067","75069_2015-16",1,3,4,0,2,0,2,0
"5068","75077_2015-16",15,60,75,0,15,38,18,4
"5069","75085_2015-16",0,8,8,0,0,1,7,0
"5070","75093_2015-16",0,0,0,0,0,0,0,0
"5071","75101_2015-16",0,3,3,0,1,0,2,NA
"5072","75119_2015-16",0,0,0,0,NA,0,0,NA
"5073","75127_2015-16",1,7,8,NA,NA,6,1,NA
"5074","75150_2015-16",0,0,0,NA,0,0,0,NA
"5075","75168_2015-16",0,0,0,NA,NA,0,0,NA
"5076","75176_2015-16",18,36,54,0,4,28,20,2
"5077","75184_2015-16",0,0,0,NA,NA,0,0,NA
"5078","75192_2015-16",8,12,20,0,1,7,7,5
"5079","75200_2015-16",1,8,9,0,1,4,4,0
"5080","75218_2015-16",0,0,0,0,NA,NA,0,NA
"5081","75234_2015-16",0,0,0,NA,0,0,0,NA
"5082","75242_2015-16",5,33,38,0,16,20,0,NA
"5083","75259_2015-16",0,0,0,0,NA,0,0,NA
"5084","75267_2015-16",1,0,1,0,0,0,1,NA
"5085","75275_2015-16",0,1,1,NA,0,0,1,NA
"5086","75283_2015-16",4,10,14,0,9,4,0,1
"5087","75291_2015-16",2,1,3,0,0,3,0,0
"5088","75309_2015-16",0,0,0,0,0,0,0,0
"5089","75317_2015-16",0,1,1,NA,0,1,0,NA
"5090","75325_2015-16",0,2,2,NA,NA,2,0,NA
"5091","75333_2015-16",0,0,0,0,0,0,0,NA
"5092","75341_2015-16",0,0,0,0,0,0,0,0
"5093","75358_2015-16",3,9,12,0,1,5,5,NA
"5094","75366_2015-16",1,0,1,0,0,1,0,NA
"5095","75374_2015-16",0,0,0,NA,NA,0,0,NA
"5096","75382_2015-16",0,0,0,NA,0,0,0,NA
"5097","75390_2015-16",0,0,0,0,NA,0,0,NA
"5098","75408_2015-16",0,13,13,NA,1,7,5,NA
"5099","75416_2015-16",0,0,0,0,0,0,0,NA
"5100","75432_2015-16",1,0,1,0,NA,0,0,NA
"5101","75440_2015-16",0,0,0,0,0,0,0,NA
"5102","75457_2015-16",1,8,9,0,0,6,2,1
"5103","75465_2015-16",0,0,0,NA,NA,0,0,NA
"5104","75473_2015-16",2,4,6,NA,NA,6,0,NA
"5105","75481_2015-16",0,0,0,0,NA,0,0,NA
"5106","75499_2015-16",1,0,1,0,0,1,0,NA
"5107","75507_2015-16",0,0,0,0,0,0,0,NA
"5108","75515_2015-16",0,0,0,0,0,0,0,0
"5109","75523_2015-16",12,33,45,0,0,37,4,4
"5110","75531_2015-16",1,3,4,0,1,3,0,NA
"5111","75549_2015-16",0,2,2,0,NA,1,1,NA
"5112","75556_2015-16",5,10,15,0,0,9,5,NA
"5113","75564_2015-16",1,9,10,0,0,6,4,0
"5114","75572_2015-16",5,6,11,0,0,8,3,0
"5115","75580_2015-16",1,3,4,0,0,2,1,NA
"5116","75598_2015-16",0,0,0,0,NA,0,0,NA
"5117","75606_2015-16",0,0,0,0,0,0,0,NA
"5118","75614_2015-16",1,3,4,0,0,1,2,NA
"5119","75630_2015-16",0,0,0,NA,NA,0,0,NA
"5120","75663_2015-16",0,3,3,0,0,0,3,NA
"5121","75697_2015-16",0,0,0,NA,0,0,0,NA
"5122","75713_2015-16",2,20,22,8,0,13,0,1
"5123","75739_2015-16",0,1,1,0,0,0,0,1
"5124","76414_2015-16",0,1,1,0,NA,0,1,NA
"5125","76455_2015-16",0,0,0,0,NA,0,0,NA
"5126","76471_2015-16",0,0,0,0,0,0,0,0
"5127","76497_2015-16",0,0,0,0,0,0,0,NA
"5128","76505_2015-16",0,3,3,0,2,0,1,0
"5129","76513_2015-16",0,0,0,NA,NA,0,0,NA
"5130","76547_2015-16",0,0,0,0,0,0,NA,NA
"5131","76562_2015-16",0,0,0,NA,NA,0,0,NA
"5132","76687_2015-16",2,8,10,0,0,3,4,NA
"5133","76703_2015-16",0,0,0,NA,0,0,0,NA
"5134","76760_2015-16",0,1,1,1,0,0,0,0
"5135","76778_2015-16",0,0,0,0,0,0,0,NA
"5136","76786_2015-16",12,19,31,0,0,24,7,0
"5137","76794_2015-16",1,3,4,0,0,4,0,NA
"5138","76802_2015-16",0,0,0,NA,0,0,0,NA
"5139","76810_2015-16",0,0,0,NA,0,0,0,NA
"5140","76828_2015-16",1,3,4,0,NA,3,1,NA
"5141","76836_2015-16",0,0,0,0,0,0,0,NA
"5142","76851_2015-16",0,1,1,0,0,0,0,1
"5143","76869_2015-16",0,0,0,0,0,0,0,NA
"5144","76877_2015-16",0,0,0,NA,NA,0,0,NA
"5145","76885_2015-16",0,0,0,0,NA,0,NA,NA
"5146","76893_2015-16",0,0,0,NA,NA,0,0,NA
"5147","76901_2015-16",0,0,0,NA,0,0,0,NA
"5148","76919_2015-16",0,0,0,0,0,0,0,NA
"5149","76927_2015-16",0,0,0,NA,NA,0,0,NA
"5150","76935_2015-16",0,1,1,NA,NA,0,1,NA
"5151","76943_2015-16",0,0,0,NA,0,0,0,NA
"5152","76950_2015-16",0,0,0,NA,NA,0,0,NA
"5153","76968_2015-16",0,0,0,0,0,0,NA,NA
"5154","10017_2016-17",0,0,0,0,0,0,0,0
