"","dist_year","Expulsion_Females","Expulsion_Males","Expulsion_Other","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic"
"22339","32276_2011-12","0","0",0,"*","0","*","0"
"22340","32276_2011-12","0","0",0,"*","0","*","0"
"22341","32276_2011-12","0","0",0,"*","0","*","0"
"22342","32276_2011-12","0","0",0,"*","0","*","0"
"22343","32276_2011-12","0","0",0,"*","0","*","0"
"22344","32276_2011-12","0","0",0,"*","0","*","0"
"22345","32276_2011-12","0","0",0,"*","0","*","0"
"22346","32276_2011-12","0","0",0,"*","0","0","0"
"22347","32276_2011-12","0","0",0,"*","0","0","0"
"22348","32276_2011-12","0","0",0,"*","0","0","0"
"22349","32276_2011-12","0","0",0,"*","0","0","0"
"22350","32276_2011-12","0","0",0,"*","0","0","0"
"22351","32276_2011-12","0","0",0,"*","0","0","0"
"22352","32276_2011-12","0","0",0,"*","0","0","0"
"22353","32276_2011-12","0","0",0,"*","0","0","0"
"22354","32276_2011-12","0","0",0,"*","0","*","0"
"22355","32276_2011-12","0","0",0,"*","0","*","0"
"22356","32276_2011-12","0","0",0,"*","0","*","0"
"22357","32276_2011-12","0","0",0,"*","0","*","0"
"22358","32276_2011-12","0","0",0,"*","0","*","0"
"22359","32276_2011-12","0","0",0,"*","0","*","0"
"22360","32276_2011-12","0","0",0,"*","0","*","0"
"22361","32276_2011-12","0","0",0,"*","0","*","0"
"22362","32276_2011-12","0","0",0,"*","0","0","0"
"22363","32276_2011-12","0","0",0,"*","0","0","0"
"22364","32276_2011-12","0","0",0,"*","0","0","0"
"22365","32276_2011-12","0","0",0,"*","0","0","0"
"22366","32276_2011-12","0","0",0,"*","0","0","0"
"22367","32276_2011-12","0","0",0,"*","0","0","0"
"22368","32276_2011-12","0","0",0,"*","0","0","0"
"22369","32276_2011-12","0","0",0,"*","0","0","0"
"22370","32276_2011-12","0","0",0,"*","0","*","0"
"22371","32276_2011-12","0","0",0,"*","0","*","0"
"22372","32276_2011-12","0","0",0,"*","0","*","0"
"22373","32276_2011-12","0","0",0,"*","0","*","0"
"22374","32276_2011-12","0","0",0,"*","0","*","0"
"22375","32276_2011-12","0","0",0,"*","0","*","0"
"22376","32276_2011-12","0","0",0,"*","0","*","0"
"22377","32276_2011-12","0","0",0,"*","0","*","0"
"22378","32276_2011-12","0","0",0,"*","0","0","0"
"22379","32276_2011-12","0","0",0,"*","0","0","0"
"22380","32276_2011-12","0","0",0,"*","0","0","0"
"22381","32276_2011-12","0","0",0,"*","0","0","0"
"22382","32276_2011-12","0","0",0,"*","0","0","0"
"22383","32276_2011-12","0","0",0,"*","0","0","0"
"22384","32276_2011-12","0","0",0,"*","0","0","0"
"22385","32276_2011-12","0","0",0,"*","0","0","0"
"22386","32276_2011-12","0","0",0,"*","0","*","0"
"22387","32276_2011-12","0","0",0,"*","0","*","0"
"22388","32276_2011-12","0","0",0,"*","0","*","0"
"22389","32276_2011-12","0","0",0,"*","0","*","0"
"22390","32276_2011-12","0","0",0,"*","0","*","0"
"22391","32276_2011-12","0","0",0,"*","0","*","0"
"22392","32276_2011-12","0","0",0,"*","0","*","0"
"22393","32276_2011-12","0","0",0,"*","0","*","0"
"22394","32276_2011-12","0","0",0,"*","0","0","0"
"22395","32276_2011-12","0","0",0,"*","0","0","0"
"22396","32276_2011-12","0","0",0,"*","0","0","0"
"22397","32276_2011-12","0","0",0,"*","0","0","0"
"22398","32276_2011-12","0","0",0,"*","0","0","0"
"22399","32276_2011-12","0","0",0,"*","0","0","0"
"22400","32276_2011-12","0","0",0,"*","0","0","0"
"22401","32276_2011-12","0","0",0,"*","0","0","0"
"22402","32276_2011-12","0","0",0,"*","0","*","0"
"22403","32276_2011-12","0","0",0,"*","0","*","0"
"22404","32276_2011-12","0","0",0,"*","0","*","0"
"22405","32276_2011-12","0","0",0,"*","0","*","0"
"22406","32276_2011-12","0","0",0,"*","0","*","0"
"22407","32276_2011-12","0","0",0,"*","0","*","0"
"22408","32276_2011-12","0","0",0,"*","0","*","0"
"22409","32276_2011-12","0","0",0,"*","0","*","0"
"22410","32276_2011-12","0","0",0,"*","0","0","0"
"22411","32276_2011-12","0","0",0,"*","0","0","0"
"22412","32276_2011-12","0","0",0,"*","0","0","0"
"22413","32276_2011-12","0","0",0,"*","0","0","0"
"22414","32276_2011-12","0","0",0,"*","0","0","0"
"22415","32276_2011-12","0","0",0,"*","0","0","0"
"22416","32276_2011-12","0","0",0,"*","0","0","0"
"22417","32276_2011-12","0","0",0,"*","0","0","0"
"22418","32276_2011-12","0","0",0,"*","0","*","0"
"22419","32276_2011-12","0","0",0,"*","0","*","0"
"22420","32276_2011-12","0","0",0,"*","0","*","0"
"22421","32276_2011-12","0","0",0,"*","0","*","0"
"22422","32276_2011-12","0","0",0,"*","0","*","0"
"22423","32276_2011-12","0","0",0,"*","0","*","0"
"22424","32276_2011-12","0","0",0,"*","0","*","0"
"22425","32276_2011-12","0","0",0,"*","0","*","0"
"22426","32276_2011-12","0","0",0,"*","0","0","0"
"22427","32276_2011-12","0","0",0,"*","0","0","0"
"22428","32276_2011-12","0","0",0,"*","0","0","0"
"22429","32276_2011-12","0","0",0,"*","0","0","0"
"22430","32276_2011-12","0","0",0,"*","0","0","0"
"22431","32276_2011-12","0","0",0,"*","0","0","0"
"22432","32276_2011-12","0","0",0,"*","0","0","0"
"22433","32276_2011-12","0","0",0,"*","0","0","0"
"22434","32276_2011-12","0","0",0,"0","0","*","0"
"22435","32276_2011-12","0","0",0,"0","0","*","0"
"22436","32276_2011-12","0","0",0,"0","0","*","0"
"22437","32276_2011-12","0","0",0,"0","0","*","0"
"22438","32276_2011-12","0","0",0,"0","0","*","0"
"22439","32276_2011-12","0","0",0,"0","0","*","0"
"22440","32276_2011-12","0","0",0,"0","0","*","0"
"22441","32276_2011-12","0","0",0,"0","0","*","0"
"22442","32276_2011-12","0","0",0,"0","0","0","0"
"22443","32276_2011-12","0","0",0,"0","0","0","0"
"22444","32276_2011-12","0","0",0,"0","0","0","0"
"22445","32276_2011-12","0","0",0,"0","0","0","0"
"22446","32276_2011-12","0","0",0,"0","0","0","0"
"22447","32276_2011-12","0","0",0,"0","0","0","0"
"22448","32276_2011-12","0","0",0,"0","0","0","0"
"22449","32276_2011-12","0","0",0,"0","0","0","0"
"22450","32276_2011-12","0","0",0,"0","0","*","0"
"22451","32276_2011-12","0","0",0,"0","0","*","0"
"22452","32276_2011-12","0","0",0,"0","0","*","0"
"22453","32276_2011-12","0","0",0,"0","0","*","0"
"22454","32276_2011-12","0","0",0,"0","0","*","0"
"22455","32276_2011-12","0","0",0,"0","0","*","0"
"22456","32276_2011-12","0","0",0,"0","0","*","0"
"22457","32276_2011-12","0","0",0,"0","0","*","0"
"22458","32276_2011-12","0","0",0,"0","0","0","0"
"22459","32276_2011-12","0","0",0,"0","0","0","0"
"22460","32276_2011-12","0","0",0,"0","0","0","0"
"22461","32276_2011-12","0","0",0,"0","0","0","0"
"22462","32276_2011-12","0","0",0,"0","0","0","0"
"22463","32276_2011-12","0","0",0,"0","0","0","0"
"22464","32276_2011-12","0","0",0,"0","0","0","0"
"22465","32276_2011-12","0","0",0,"0","0","0","0"
"22466","32276_2011-12","0","0",0,"0","0","*","0"
"22467","32276_2011-12","0","0",0,"0","0","*","0"
"22468","32276_2011-12","0","0",0,"0","0","*","0"
"22469","32276_2011-12","0","0",0,"0","0","*","0"
"22470","32276_2011-12","0","0",0,"0","0","*","0"
"22471","32276_2011-12","0","0",0,"0","0","*","0"
"22472","32276_2011-12","0","0",0,"0","0","*","0"
"22473","32276_2011-12","0","0",0,"0","0","*","0"
"22474","32276_2011-12","0","0",0,"0","0","0","0"
"22475","32276_2011-12","0","0",0,"0","0","0","0"
"22476","32276_2011-12","0","0",0,"0","0","0","0"
"22477","32276_2011-12","0","0",0,"0","0","0","0"
"22478","32276_2011-12","0","0",0,"0","0","0","0"
"22479","32276_2011-12","0","0",0,"0","0","0","0"
"22480","32276_2011-12","0","0",0,"0","0","0","0"
"22481","32276_2011-12","0","0",0,"0","0","0","0"
"22482","32276_2011-12","0","0",0,"0","0","*","0"
"22483","32276_2011-12","0","0",0,"0","0","*","0"
"22484","32276_2011-12","0","0",0,"0","0","*","0"
"22485","32276_2011-12","0","0",0,"0","0","*","0"
"22486","32276_2011-12","0","0",0,"0","0","*","0"
"22487","32276_2011-12","0","0",0,"0","0","*","0"
"22488","32276_2011-12","0","0",0,"0","0","*","0"
"22489","32276_2011-12","0","0",0,"0","0","*","0"
"22490","32276_2011-12","0","0",0,"0","0","0","0"
"22491","32276_2011-12","0","0",0,"0","0","0","0"
"22492","32276_2011-12","0","0",0,"0","0","0","0"
"22493","32276_2011-12","0","0",0,"0","0","0","0"
"22494","32276_2011-12","0","0",0,"0","0","0","0"
"22495","32276_2011-12","0","0",0,"0","0","0","0"
"22496","32276_2011-12","0","0",0,"0","0","0","0"
"22497","32276_2011-12","0","0",0,"0","0","0","0"
"22498","32276_2011-12","0","0",0,"*","0","*","0"
"22499","32276_2011-12","0","0",0,"*","0","*","0"
"22500","32276_2011-12","0","0",0,"*","0","*","0"
"22501","32276_2011-12","0","0",0,"*","0","*","0"
"22502","32276_2011-12","0","0",0,"*","0","*","0"
"22503","32276_2011-12","0","0",0,"*","0","*","0"
"22504","32276_2011-12","0","0",0,"*","0","*","0"
"22505","32276_2011-12","0","0",0,"*","0","*","0"
"22506","32276_2011-12","0","0",0,"*","0","0","0"
"22507","32276_2011-12","0","0",0,"*","0","0","0"
"22508","32276_2011-12","0","0",0,"*","0","0","0"
"22509","32276_2011-12","0","0",0,"*","0","0","0"
"22510","32276_2011-12","0","0",0,"*","0","0","0"
"22511","32276_2011-12","0","0",0,"*","0","0","0"
"22512","32276_2011-12","0","0",0,"*","0","0","0"
"22513","32276_2011-12","0","0",0,"*","0","0","0"
"22514","32276_2011-12","0","0",0,"*","0","*","0"
"22515","32276_2011-12","0","0",0,"*","0","*","0"
"22516","32276_2011-12","0","0",0,"*","0","*","0"
"22517","32276_2011-12","0","0",0,"*","0","*","0"
"22518","32276_2011-12","0","0",0,"*","0","*","0"
"22519","32276_2011-12","0","0",0,"*","0","*","0"
"22520","32276_2011-12","0","0",0,"*","0","*","0"
"22521","32276_2011-12","0","0",0,"*","0","*","0"
"22522","32276_2011-12","0","0",0,"*","0","0","0"
"22523","32276_2011-12","0","0",0,"*","0","0","0"
"22524","32276_2011-12","0","0",0,"*","0","0","0"
"22525","32276_2011-12","0","0",0,"*","0","0","0"
"22526","32276_2011-12","0","0",0,"*","0","0","0"
"22527","32276_2011-12","0","0",0,"*","0","0","0"
"22528","32276_2011-12","0","0",0,"*","0","0","0"
"22529","32276_2011-12","0","0",0,"*","0","0","0"
"22530","32276_2011-12","0","0",0,"*","0","*","0"
"22531","32276_2011-12","0","0",0,"*","0","*","0"
"22532","32276_2011-12","0","0",0,"*","0","*","0"
"22533","32276_2011-12","0","0",0,"*","0","*","0"
"22534","32276_2011-12","0","0",0,"*","0","*","0"
"22535","32276_2011-12","0","0",0,"*","0","*","0"
"22536","32276_2011-12","0","0",0,"*","0","*","0"
"22537","32276_2011-12","0","0",0,"*","0","*","0"
"22538","32276_2011-12","0","0",0,"*","0","0","0"
"22539","32276_2011-12","0","0",0,"*","0","0","0"
"22540","32276_2011-12","0","0",0,"*","0","0","0"
"22541","32276_2011-12","0","0",0,"*","0","0","0"
"22542","32276_2011-12","0","0",0,"*","0","0","0"
"22543","32276_2011-12","0","0",0,"*","0","0","0"
"22544","32276_2011-12","0","0",0,"*","0","0","0"
"22545","32276_2011-12","0","0",0,"*","0","0","0"
"22546","32276_2011-12","0","0",0,"*","0","*","0"
"22547","32276_2011-12","0","0",0,"*","0","*","0"
"22548","32276_2011-12","0","0",0,"*","0","*","0"
"22549","32276_2011-12","0","0",0,"*","0","*","0"
"22550","32276_2011-12","0","0",0,"*","0","*","0"
"22551","32276_2011-12","0","0",0,"*","0","*","0"
"22552","32276_2011-12","0","0",0,"*","0","*","0"
"22553","32276_2011-12","0","0",0,"*","0","*","0"
"22554","32276_2011-12","0","0",0,"*","0","0","0"
"22555","32276_2011-12","0","0",0,"*","0","0","0"
"22556","32276_2011-12","0","0",0,"*","0","0","0"
"22557","32276_2011-12","0","0",0,"*","0","0","0"
"22558","32276_2011-12","0","0",0,"*","0","0","0"
"22559","32276_2011-12","0","0",0,"*","0","0","0"
"22560","32276_2011-12","0","0",0,"*","0","0","0"
"22561","32276_2011-12","0","0",0,"*","0","0","0"
"22562","32276_2011-12","0","0",0,"*","0","*","0"
"22563","32276_2011-12","0","0",0,"*","0","*","0"
"22564","32276_2011-12","0","0",0,"*","0","*","0"
"22565","32276_2011-12","0","0",0,"*","0","*","0"
"22566","32276_2011-12","0","0",0,"*","0","*","0"
"22567","32276_2011-12","0","0",0,"*","0","*","0"
"22568","32276_2011-12","0","0",0,"*","0","*","0"
"22569","32276_2011-12","0","0",0,"*","0","*","0"
"22570","32276_2011-12","0","0",0,"*","0","0","0"
"22571","32276_2011-12","0","0",0,"*","0","0","0"
"22572","32276_2011-12","0","0",0,"*","0","0","0"
"22573","32276_2011-12","0","0",0,"*","0","0","0"
"22574","32276_2011-12","0","0",0,"*","0","0","0"
"22575","32276_2011-12","0","0",0,"*","0","0","0"
"22576","32276_2011-12","0","0",0,"*","0","0","0"
"22577","32276_2011-12","0","0",0,"*","0","0","0"
"22578","32276_2011-12","0","0",0,"*","0","*","0"
"22579","32276_2011-12","0","0",0,"*","0","*","0"
"22580","32276_2011-12","0","0",0,"*","0","*","0"
"22581","32276_2011-12","0","0",0,"*","0","*","0"
"22582","32276_2011-12","0","0",0,"*","0","*","0"
"22583","32276_2011-12","0","0",0,"*","0","*","0"
"22584","32276_2011-12","0","0",0,"*","0","*","0"
"22585","32276_2011-12","0","0",0,"*","0","*","0"
"22586","32276_2011-12","0","0",0,"*","0","0","0"
"22587","32276_2011-12","0","0",0,"*","0","0","0"
"22588","32276_2011-12","0","0",0,"*","0","0","0"
"22589","32276_2011-12","0","0",0,"*","0","0","0"
"22590","32276_2011-12","0","0",0,"*","0","0","0"
"22591","32276_2011-12","0","0",0,"*","0","0","0"
"22592","32276_2011-12","0","0",0,"*","0","0","0"
"22593","32276_2011-12","0","0",0,"*","0","0","0"
"22594","32276_2011-12","0","0",0,"*","0","*","0"
"22595","32276_2011-12","0","0",0,"*","0","*","0"
"22596","32276_2011-12","0","0",0,"*","0","*","0"
"22597","32276_2011-12","0","0",0,"*","0","*","0"
"22598","32276_2011-12","0","0",0,"*","0","*","0"
"22599","32276_2011-12","0","0",0,"*","0","*","0"
"22600","32276_2011-12","0","0",0,"*","0","*","0"
"22601","32276_2011-12","0","0",0,"*","0","*","0"
"22602","32276_2011-12","0","0",0,"*","0","0","0"
"22603","32276_2011-12","0","0",0,"*","0","0","0"
"22604","32276_2011-12","0","0",0,"*","0","0","0"
"22605","32276_2011-12","0","0",0,"*","0","0","0"
"22606","32276_2011-12","0","0",0,"*","0","0","0"
"22607","32276_2011-12","0","0",0,"*","0","0","0"
"22608","32276_2011-12","0","0",0,"*","0","0","0"
"22609","32276_2011-12","0","0",0,"*","0","0","0"
"22610","32276_2011-12","0","0",0,"*","0","*","0"
"22611","32276_2011-12","0","0",0,"*","0","*","0"
"22612","32276_2011-12","0","0",0,"*","0","*","0"
"22613","32276_2011-12","0","0",0,"*","0","*","0"
"22614","32276_2011-12","0","0",0,"*","0","*","0"
"22615","32276_2011-12","0","0",0,"*","0","*","0"
"22616","32276_2011-12","0","0",0,"*","0","*","0"
"22617","32276_2011-12","0","0",0,"*","0","*","0"
"22618","32276_2011-12","0","0",0,"*","0","0","0"
"22619","32276_2011-12","0","0",0,"*","0","0","0"
"22620","32276_2011-12","0","0",0,"*","0","0","0"
"22621","32276_2011-12","0","0",0,"*","0","0","0"
"22622","32276_2011-12","0","0",0,"*","0","0","0"
"22623","32276_2011-12","0","0",0,"*","0","0","0"
"22624","32276_2011-12","0","0",0,"*","0","0","0"
"22625","32276_2011-12","0","0",0,"*","0","0","0"
"22626","32276_2011-12","0","0",0,"*","0","*","0"
"22627","32276_2011-12","0","0",0,"*","0","*","0"
"22628","32276_2011-12","0","0",0,"*","0","*","0"
"22629","32276_2011-12","0","0",0,"*","0","*","0"
"22630","32276_2011-12","0","0",0,"*","0","*","0"
"22631","32276_2011-12","0","0",0,"*","0","*","0"
"22632","32276_2011-12","0","0",0,"*","0","*","0"
"22633","32276_2011-12","0","0",0,"*","0","*","0"
"22634","32276_2011-12","0","0",0,"*","0","0","0"
"22635","32276_2011-12","0","0",0,"*","0","0","0"
"22636","32276_2011-12","0","0",0,"*","0","0","0"
"22637","32276_2011-12","0","0",0,"*","0","0","0"
"22638","32276_2011-12","0","0",0,"*","0","0","0"
"22639","32276_2011-12","0","0",0,"*","0","0","0"
"22640","32276_2011-12","0","0",0,"*","0","0","0"
"22641","32276_2011-12","0","0",0,"*","0","0","0"
"22642","32276_2011-12","0","0",0,"*","0","*","0"
"22643","32276_2011-12","0","0",0,"*","0","*","0"
"22644","32276_2011-12","0","0",0,"*","0","*","0"
"22645","32276_2011-12","0","0",0,"*","0","*","0"
"22646","32276_2011-12","0","0",0,"*","0","*","0"
"22647","32276_2011-12","0","0",0,"*","0","*","0"
"22648","32276_2011-12","0","0",0,"*","0","*","0"
"22649","32276_2011-12","0","0",0,"*","0","*","0"
"22650","32276_2011-12","0","0",0,"*","0","0","0"
"22651","32276_2011-12","0","0",0,"*","0","0","0"
"22652","32276_2011-12","0","0",0,"*","0","0","0"
"22653","32276_2011-12","0","0",0,"*","0","0","0"
"22654","32276_2011-12","0","0",0,"*","0","0","0"
"22655","32276_2011-12","0","0",0,"*","0","0","0"
"22656","32276_2011-12","0","0",0,"*","0","0","0"
"22657","32276_2011-12","0","0",0,"*","0","0","0"
"22658","32276_2011-12","0","0",0,"*","0","*","0"
"22659","32276_2011-12","0","0",0,"*","0","*","0"
"22660","32276_2011-12","0","0",0,"*","0","*","0"
"22661","32276_2011-12","0","0",0,"*","0","*","0"
"22662","32276_2011-12","0","0",0,"*","0","*","0"
"22663","32276_2011-12","0","0",0,"*","0","*","0"
"22664","32276_2011-12","0","0",0,"*","0","*","0"
"22665","32276_2011-12","0","0",0,"*","0","*","0"
"22666","32276_2011-12","0","0",0,"*","0","0","0"
"22667","32276_2011-12","0","0",0,"*","0","0","0"
"22668","32276_2011-12","0","0",0,"*","0","0","0"
"22669","32276_2011-12","0","0",0,"*","0","0","0"
"22670","32276_2011-12","0","0",0,"*","0","0","0"
"22671","32276_2011-12","0","0",0,"*","0","0","0"
"22672","32276_2011-12","0","0",0,"*","0","0","0"
"22673","32276_2011-12","0","0",0,"*","0","0","0"
"22674","32276_2011-12","0","0",0,"*","0","*","0"
"22675","32276_2011-12","0","0",0,"*","0","*","0"
"22676","32276_2011-12","0","0",0,"*","0","*","0"
"22677","32276_2011-12","0","0",0,"*","0","*","0"
"22678","32276_2011-12","0","0",0,"*","0","*","0"
"22679","32276_2011-12","0","0",0,"*","0","*","0"
"22680","32276_2011-12","0","0",0,"*","0","*","0"
"22681","32276_2011-12","0","0",0,"*","0","*","0"
"22682","32276_2011-12","0","0",0,"*","0","0","0"
"22683","32276_2011-12","0","0",0,"*","0","0","0"
"22684","32276_2011-12","0","0",0,"*","0","0","0"
"22685","32276_2011-12","0","0",0,"*","0","0","0"
"22686","32276_2011-12","0","0",0,"*","0","0","0"
"22687","32276_2011-12","0","0",0,"*","0","0","0"
"22688","32276_2011-12","0","0",0,"*","0","0","0"
"22689","32276_2011-12","0","0",0,"*","0","0","0"
"22690","32276_2011-12","0","0",0,"0","0","*","0"
"22691","32276_2011-12","0","0",0,"0","0","*","0"
"22692","32276_2011-12","0","0",0,"0","0","*","0"
"22693","32276_2011-12","0","0",0,"0","0","*","0"
"22694","32276_2011-12","0","0",0,"0","0","*","0"
"22695","32276_2011-12","0","0",0,"0","0","*","0"
"22696","32276_2011-12","0","0",0,"0","0","*","0"
"22697","32276_2011-12","0","0",0,"0","0","*","0"
"22698","32276_2011-12","0","0",0,"0","0","0","0"
"22699","32276_2011-12","0","0",0,"0","0","0","0"
"22700","32276_2011-12","0","0",0,"0","0","0","0"
"22701","32276_2011-12","0","0",0,"0","0","0","0"
"22702","32276_2011-12","0","0",0,"0","0","0","0"
"22703","32276_2011-12","0","0",0,"0","0","0","0"
"22704","32276_2011-12","0","0",0,"0","0","0","0"
"22705","32276_2011-12","0","0",0,"0","0","0","0"
"22706","32276_2011-12","0","0",0,"0","0","*","0"
"22707","32276_2011-12","0","0",0,"0","0","*","0"
"22708","32276_2011-12","0","0",0,"0","0","*","0"
"22709","32276_2011-12","0","0",0,"0","0","*","0"
"22710","32276_2011-12","0","0",0,"0","0","*","0"
"22711","32276_2011-12","0","0",0,"0","0","*","0"
"22712","32276_2011-12","0","0",0,"0","0","*","0"
"22713","32276_2011-12","0","0",0,"0","0","*","0"
"22714","32276_2011-12","0","0",0,"0","0","0","0"
"22715","32276_2011-12","0","0",0,"0","0","0","0"
"22716","32276_2011-12","0","0",0,"0","0","0","0"
"22717","32276_2011-12","0","0",0,"0","0","0","0"
"22718","32276_2011-12","0","0",0,"0","0","0","0"
"22719","32276_2011-12","0","0",0,"0","0","0","0"
"22720","32276_2011-12","0","0",0,"0","0","0","0"
"22721","32276_2011-12","0","0",0,"0","0","0","0"
"22722","32276_2011-12","0","0",0,"0","0","*","0"
"22723","32276_2011-12","0","0",0,"0","0","*","0"
"22724","32276_2011-12","0","0",0,"0","0","*","0"
"22725","32276_2011-12","0","0",0,"0","0","*","0"
"22726","32276_2011-12","0","0",0,"0","0","*","0"
"22727","32276_2011-12","0","0",0,"0","0","*","0"
"22728","32276_2011-12","0","0",0,"0","0","*","0"
"22729","32276_2011-12","0","0",0,"0","0","*","0"
"22730","32276_2011-12","0","0",0,"0","0","0","0"
"22731","32276_2011-12","0","0",0,"0","0","0","0"
"22732","32276_2011-12","0","0",0,"0","0","0","0"
"22733","32276_2011-12","0","0",0,"0","0","0","0"
"22734","32276_2011-12","0","0",0,"0","0","0","0"
"22735","32276_2011-12","0","0",0,"0","0","0","0"
"22736","32276_2011-12","0","0",0,"0","0","0","0"
"22737","32276_2011-12","0","0",0,"0","0","0","0"
"22738","32276_2011-12","0","0",0,"0","0","*","0"
"22739","32276_2011-12","0","0",0,"0","0","*","0"
"22740","32276_2011-12","0","0",0,"0","0","*","0"
"22741","32276_2011-12","0","0",0,"0","0","*","0"
