"","dist_year","Expulsion_Females","Expulsion_Males","Expulsion_Other","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic"
"31782","32276_2011-12","0","0",0,"*","0","*","0"
"31783","32276_2011-12","0","0",0,"*","0","*","0"
"31784","32276_2011-12","0","0",0,"*","0","*","0"
"31785","32276_2011-12","0","0",0,"*","0","*","0"
"31786","32276_2011-12","0","0",0,"*","0","0","0"
"31787","32276_2011-12","0","0",0,"*","0","0","0"
"31788","32276_2011-12","0","0",0,"*","0","0","0"
"31789","32276_2011-12","0","0",0,"*","0","0","0"
"31790","32276_2011-12","0","0",0,"*","0","0","0"
"31791","32276_2011-12","0","0",0,"*","0","0","0"
"31792","32276_2011-12","0","0",0,"*","0","0","0"
"31793","32276_2011-12","0","0",0,"*","0","0","0"
"31794","32276_2011-12","0","0",0,"*","0","*","0"
"31795","32276_2011-12","0","0",0,"*","0","*","0"
"31796","32276_2011-12","0","0",0,"*","0","*","0"
"31797","32276_2011-12","0","0",0,"*","0","*","0"
"31798","32276_2011-12","0","0",0,"*","0","*","0"
"31799","32276_2011-12","0","0",0,"*","0","*","0"
"31800","32276_2011-12","0","0",0,"*","0","*","0"
"31801","32276_2011-12","0","0",0,"*","0","*","0"
"31802","32276_2011-12","0","0",0,"*","0","0","0"
"31803","32276_2011-12","0","0",0,"*","0","0","0"
"31804","32276_2011-12","0","0",0,"*","0","0","0"
"31805","32276_2011-12","0","0",0,"*","0","0","0"
"31806","32276_2011-12","0","0",0,"*","0","0","0"
"31807","32276_2011-12","0","0",0,"*","0","0","0"
"31808","32276_2011-12","0","0",0,"*","0","0","0"
"31809","32276_2011-12","0","0",0,"*","0","0","0"
"31810","32276_2011-12","0","0",0,"*","0","*","0"
"31811","32276_2011-12","0","0",0,"*","0","*","0"
"31812","32276_2011-12","0","0",0,"*","0","*","0"
"31813","32276_2011-12","0","0",0,"*","0","*","0"
"31814","32276_2011-12","0","0",0,"*","0","*","0"
"31815","32276_2011-12","0","0",0,"*","0","*","0"
"31816","32276_2011-12","0","0",0,"*","0","*","0"
"31817","32276_2011-12","0","0",0,"*","0","*","0"
"31818","32276_2011-12","0","0",0,"*","0","0","0"
"31819","32276_2011-12","0","0",0,"*","0","0","0"
"31820","32276_2011-12","0","0",0,"*","0","0","0"
"31821","32276_2011-12","0","0",0,"*","0","0","0"
"31822","32276_2011-12","0","0",0,"*","0","0","0"
"31823","32276_2011-12","0","0",0,"*","0","0","0"
"31824","32276_2011-12","0","0",0,"*","0","0","0"
"31825","32276_2011-12","0","0",0,"*","0","0","0"
"31826","32276_2011-12","0","0",0,"*","0","*","0"
"31827","32276_2011-12","0","0",0,"*","0","*","0"
"31828","32276_2011-12","0","0",0,"*","0","*","0"
"31829","32276_2011-12","0","0",0,"*","0","*","0"
"31830","32276_2011-12","0","0",0,"*","0","*","0"
"31831","32276_2011-12","0","0",0,"*","0","*","0"
"31832","32276_2011-12","0","0",0,"*","0","*","0"
"31833","32276_2011-12","0","0",0,"*","0","*","0"
"31834","32276_2011-12","0","0",0,"*","0","0","0"
"31835","32276_2011-12","0","0",0,"*","0","0","0"
"31836","32276_2011-12","0","0",0,"*","0","0","0"
"31837","32276_2011-12","0","0",0,"*","0","0","0"
"31838","32276_2011-12","0","0",0,"*","0","0","0"
"31839","32276_2011-12","0","0",0,"*","0","0","0"
"31840","32276_2011-12","0","0",0,"*","0","0","0"
"31841","32276_2011-12","0","0",0,"*","0","0","0"
"31842","32276_2011-12","0","0",0,"*","0","*","0"
"31843","32276_2011-12","0","0",0,"*","0","*","0"
"31844","32276_2011-12","0","0",0,"*","0","*","0"
"31845","32276_2011-12","0","0",0,"*","0","*","0"
"31846","32276_2011-12","0","0",0,"*","0","*","0"
"31847","32276_2011-12","0","0",0,"*","0","*","0"
"31848","32276_2011-12","0","0",0,"*","0","*","0"
"31849","32276_2011-12","0","0",0,"*","0","*","0"
"31850","32276_2011-12","0","0",0,"*","0","0","0"
"31851","32276_2011-12","0","0",0,"*","0","0","0"
"31852","32276_2011-12","0","0",0,"*","0","0","0"
"31853","32276_2011-12","0","0",0,"*","0","0","0"
"31854","32276_2011-12","0","0",0,"*","0","0","0"
"31855","32276_2011-12","0","0",0,"*","0","0","0"
"31856","32276_2011-12","0","0",0,"*","0","0","0"
"31857","32276_2011-12","0","0",0,"*","0","0","0"
"31858","32276_2011-12","0","0",0,"*","0","*","0"
"31859","32276_2011-12","0","0",0,"*","0","*","0"
"31860","32276_2011-12","0","0",0,"*","0","*","0"
"31861","32276_2011-12","0","0",0,"*","0","*","0"
"31862","32276_2011-12","0","0",0,"*","0","*","0"
"31863","32276_2011-12","0","0",0,"*","0","*","0"
"31864","32276_2011-12","0","0",0,"*","0","*","0"
"31865","32276_2011-12","0","0",0,"*","0","*","0"
"31866","32276_2011-12","0","0",0,"*","0","0","0"
"31867","32276_2011-12","0","0",0,"*","0","0","0"
"31868","32276_2011-12","0","0",0,"*","0","0","0"
"31869","32276_2011-12","0","0",0,"*","0","0","0"
"31870","32276_2011-12","0","0",0,"*","0","0","0"
"31871","32276_2011-12","0","0",0,"*","0","0","0"
"31872","32276_2011-12","0","0",0,"*","0","0","0"
"31873","32276_2011-12","0","0",0,"*","0","0","0"
"31874","32276_2011-12","0","0",0,"*","0","*","0"
"31875","32276_2011-12","0","0",0,"*","0","*","0"
"31876","32276_2011-12","0","0",0,"*","0","*","0"
"31877","32276_2011-12","0","0",0,"*","0","*","0"
"31878","32276_2011-12","0","0",0,"*","0","*","0"
"31879","32276_2011-12","0","0",0,"*","0","*","0"
"31880","32276_2011-12","0","0",0,"*","0","*","0"
"31881","32276_2011-12","0","0",0,"*","0","*","0"
"31882","32276_2011-12","0","0",0,"*","0","0","0"
"31883","32276_2011-12","0","0",0,"*","0","0","0"
"31884","32276_2011-12","0","0",0,"*","0","0","0"
"31885","32276_2011-12","0","0",0,"*","0","0","0"
"31886","32276_2011-12","0","0",0,"*","0","0","0"
"31887","32276_2011-12","0","0",0,"*","0","0","0"
"31888","32276_2011-12","0","0",0,"*","0","0","0"
"31889","32276_2011-12","0","0",0,"*","0","0","0"
"31890","32276_2011-12","0","0",0,"*","0","*","0"
"31891","32276_2011-12","0","0",0,"*","0","*","0"
"31892","32276_2011-12","0","0",0,"*","0","*","0"
"31893","32276_2011-12","0","0",0,"*","0","*","0"
"31894","32276_2011-12","0","0",0,"*","0","*","0"
"31895","32276_2011-12","0","0",0,"*","0","*","0"
"31896","32276_2011-12","0","0",0,"*","0","*","0"
"31897","32276_2011-12","0","0",0,"*","0","*","0"
"31898","32276_2011-12","0","0",0,"*","0","0","0"
"31899","32276_2011-12","0","0",0,"*","0","0","0"
"31900","32276_2011-12","0","0",0,"*","0","0","0"
"31901","32276_2011-12","0","0",0,"*","0","0","0"
"31902","32276_2011-12","0","0",0,"*","0","0","0"
"31903","32276_2011-12","0","0",0,"*","0","0","0"
"31904","32276_2011-12","0","0",0,"*","0","0","0"
"31905","32276_2011-12","0","0",0,"*","0","0","0"
"31906","32276_2011-12","0","0",0,"0","0","*","0"
"31907","32276_2011-12","0","0",0,"0","0","*","0"
"31908","32276_2011-12","0","0",0,"0","0","*","0"
"31909","32276_2011-12","0","0",0,"0","0","*","0"
"31910","32276_2011-12","0","0",0,"0","0","*","0"
"31911","32276_2011-12","0","0",0,"0","0","*","0"
"31912","32276_2011-12","0","0",0,"0","0","*","0"
"31913","32276_2011-12","0","0",0,"0","0","*","0"
"31914","32276_2011-12","0","0",0,"0","0","0","0"
"31915","32276_2011-12","0","0",0,"0","0","0","0"
"31916","32276_2011-12","0","0",0,"0","0","0","0"
"31917","32276_2011-12","0","0",0,"0","0","0","0"
"31918","32276_2011-12","0","0",0,"0","0","0","0"
"31919","32276_2011-12","0","0",0,"0","0","0","0"
"31920","32276_2011-12","0","0",0,"0","0","0","0"
"31921","32276_2011-12","0","0",0,"0","0","0","0"
"31922","32276_2011-12","0","0",0,"0","0","*","0"
"31923","32276_2011-12","0","0",0,"0","0","*","0"
"31924","32276_2011-12","0","0",0,"0","0","*","0"
"31925","32276_2011-12","0","0",0,"0","0","*","0"
"31926","32276_2011-12","0","0",0,"0","0","*","0"
"31927","32276_2011-12","0","0",0,"0","0","*","0"
"31928","32276_2011-12","0","0",0,"0","0","*","0"
"31929","32276_2011-12","0","0",0,"0","0","*","0"
"31930","32276_2011-12","0","0",0,"0","0","0","0"
"31931","32276_2011-12","0","0",0,"0","0","0","0"
"31932","32276_2011-12","0","0",0,"0","0","0","0"
"31933","32276_2011-12","0","0",0,"0","0","0","0"
"31934","32276_2011-12","0","0",0,"0","0","0","0"
"31935","32276_2011-12","0","0",0,"0","0","0","0"
"31936","32276_2011-12","0","0",0,"0","0","0","0"
"31937","32276_2011-12","0","0",0,"0","0","0","0"
"31938","32276_2011-12","0","0",0,"0","0","*","0"
"31939","32276_2011-12","0","0",0,"0","0","*","0"
"31940","32276_2011-12","0","0",0,"0","0","*","0"
"31941","32276_2011-12","0","0",0,"0","0","*","0"
"31942","32276_2011-12","0","0",0,"0","0","*","0"
"31943","32276_2011-12","0","0",0,"0","0","*","0"
"31944","32276_2011-12","0","0",0,"0","0","*","0"
"31945","32276_2011-12","0","0",0,"0","0","*","0"
"31946","32276_2011-12","0","0",0,"0","0","0","0"
"31947","32276_2011-12","0","0",0,"0","0","0","0"
"31948","32276_2011-12","0","0",0,"0","0","0","0"
"31949","32276_2011-12","0","0",0,"0","0","0","0"
"31950","32276_2011-12","0","0",0,"0","0","0","0"
"31951","32276_2011-12","0","0",0,"0","0","0","0"
"31952","32276_2011-12","0","0",0,"0","0","0","0"
"31953","32276_2011-12","0","0",0,"0","0","0","0"
"31954","32276_2011-12","0","0",0,"0","0","*","0"
"31955","32276_2011-12","0","0",0,"0","0","*","0"
"31956","32276_2011-12","0","0",0,"0","0","*","0"
"31957","32276_2011-12","0","0",0,"0","0","*","0"
"31958","32276_2011-12","0","0",0,"0","0","*","0"
"31959","32276_2011-12","0","0",0,"0","0","*","0"
"31960","32276_2011-12","0","0",0,"0","0","*","0"
"31961","32276_2011-12","0","0",0,"0","0","*","0"
"31962","32276_2011-12","0","0",0,"0","0","0","0"
"31963","32276_2011-12","0","0",0,"0","0","0","0"
"31964","32276_2011-12","0","0",0,"0","0","0","0"
"31965","32276_2011-12","0","0",0,"0","0","0","0"
"31966","32276_2011-12","0","0",0,"0","0","0","0"
"31967","32276_2011-12","0","0",0,"0","0","0","0"
"31968","32276_2011-12","0","0",0,"0","0","0","0"
"31969","32276_2011-12","0","0",0,"0","0","0","0"
"31970","32276_2011-12","0","0",0,"*","0","*","0"
"31971","32276_2011-12","0","0",0,"*","0","*","0"
"31972","32276_2011-12","0","0",0,"*","0","*","0"
"31973","32276_2011-12","0","0",0,"*","0","*","0"
"31974","32276_2011-12","0","0",0,"*","0","*","0"
"31975","32276_2011-12","0","0",0,"*","0","*","0"
"31976","32276_2011-12","0","0",0,"*","0","*","0"
"31977","32276_2011-12","0","0",0,"*","0","*","0"
"31978","32276_2011-12","0","0",0,"*","0","0","0"
"31979","32276_2011-12","0","0",0,"*","0","0","0"
"31980","32276_2011-12","0","0",0,"*","0","0","0"
"31981","32276_2011-12","0","0",0,"*","0","0","0"
"31982","32276_2011-12","0","0",0,"*","0","0","0"
"31983","32276_2011-12","0","0",0,"*","0","0","0"
"31984","32276_2011-12","0","0",0,"*","0","0","0"
"31985","32276_2011-12","0","0",0,"*","0","0","0"
"31986","32276_2011-12","0","0",0,"*","0","*","0"
"31987","32276_2011-12","0","0",0,"*","0","*","0"
"31988","32276_2011-12","0","0",0,"*","0","*","0"
"31989","32276_2011-12","0","0",0,"*","0","*","0"
"31990","32276_2011-12","0","0",0,"*","0","*","0"
"31991","32276_2011-12","0","0",0,"*","0","*","0"
"31992","32276_2011-12","0","0",0,"*","0","*","0"
"31993","32276_2011-12","0","0",0,"*","0","*","0"
"31994","32276_2011-12","0","0",0,"*","0","0","0"
"31995","32276_2011-12","0","0",0,"*","0","0","0"
"31996","32276_2011-12","0","0",0,"*","0","0","0"
"31997","32276_2011-12","0","0",0,"*","0","0","0"
"31998","32276_2011-12","0","0",0,"*","0","0","0"
"31999","32276_2011-12","0","0",0,"*","0","0","0"
"32000","32276_2011-12","0","0",0,"*","0","0","0"
"32001","32276_2011-12","0","0",0,"*","0","0","0"
"32002","32276_2011-12","0","0",0,"*","0","*","0"
"32003","32276_2011-12","0","0",0,"*","0","*","0"
"32004","32276_2011-12","0","0",0,"*","0","*","0"
"32005","32276_2011-12","0","0",0,"*","0","*","0"
"32006","32276_2011-12","0","0",0,"*","0","*","0"
"32007","32276_2011-12","0","0",0,"*","0","*","0"
"32008","32276_2011-12","0","0",0,"*","0","*","0"
"32009","32276_2011-12","0","0",0,"*","0","*","0"
"32010","32276_2011-12","0","0",0,"*","0","0","0"
"32011","32276_2011-12","0","0",0,"*","0","0","0"
"32012","32276_2011-12","0","0",0,"*","0","0","0"
"32013","32276_2011-12","0","0",0,"*","0","0","0"
"32014","32276_2011-12","0","0",0,"*","0","0","0"
"32015","32276_2011-12","0","0",0,"*","0","0","0"
"32016","32276_2011-12","0","0",0,"*","0","0","0"
"32017","32276_2011-12","0","0",0,"*","0","0","0"
"32018","32276_2011-12","0","0",0,"*","0","*","0"
"32019","32276_2011-12","0","0",0,"*","0","*","0"
"32020","32276_2011-12","0","0",0,"*","0","*","0"
"32021","32276_2011-12","0","0",0,"*","0","*","0"
"32022","32276_2011-12","0","0",0,"*","0","*","0"
"32023","32276_2011-12","0","0",0,"*","0","*","0"
"32024","32276_2011-12","0","0",0,"*","0","*","0"
"32025","32276_2011-12","0","0",0,"*","0","*","0"
"32026","32276_2011-12","0","0",0,"*","0","0","0"
"32027","32276_2011-12","0","0",0,"*","0","0","0"
"32028","32276_2011-12","0","0",0,"*","0","0","0"
"32029","32276_2011-12","0","0",0,"*","0","0","0"
"32030","32276_2011-12","0","0",0,"*","0","0","0"
"32031","32276_2011-12","0","0",0,"*","0","0","0"
"32032","32276_2011-12","0","0",0,"*","0","0","0"
"32033","32276_2011-12","0","0",0,"*","0","0","0"
"32034","32276_2011-12","0","0",0,"*","0","*","0"
"32035","32276_2011-12","0","0",0,"*","0","*","0"
"32036","32276_2011-12","0","0",0,"*","0","*","0"
"32037","32276_2011-12","0","0",0,"*","0","*","0"
"32038","32276_2011-12","0","0",0,"*","0","*","0"
"32039","32276_2011-12","0","0",0,"*","0","*","0"
"32040","32276_2011-12","0","0",0,"*","0","*","0"
"32041","32276_2011-12","0","0",0,"*","0","*","0"
"32042","32276_2011-12","0","0",0,"*","0","0","0"
"32043","32276_2011-12","0","0",0,"*","0","0","0"
"32044","32276_2011-12","0","0",0,"*","0","0","0"
"32045","32276_2011-12","0","0",0,"*","0","0","0"
"32046","32276_2011-12","0","0",0,"*","0","0","0"
"32047","32276_2011-12","0","0",0,"*","0","0","0"
"32048","32276_2011-12","0","0",0,"*","0","0","0"
"32049","32276_2011-12","0","0",0,"*","0","0","0"
"32050","32276_2011-12","0","0",0,"*","0","*","0"
"32051","32276_2011-12","0","0",0,"*","0","*","0"
"32052","32276_2011-12","0","0",0,"*","0","*","0"
"32053","32276_2011-12","0","0",0,"*","0","*","0"
"32054","32276_2011-12","0","0",0,"*","0","*","0"
"32055","32276_2011-12","0","0",0,"*","0","*","0"
"32056","32276_2011-12","0","0",0,"*","0","*","0"
"32057","32276_2011-12","0","0",0,"*","0","*","0"
"32058","32276_2011-12","0","0",0,"*","0","0","0"
"32059","32276_2011-12","0","0",0,"*","0","0","0"
"32060","32276_2011-12","0","0",0,"*","0","0","0"
"32061","32276_2011-12","0","0",0,"*","0","0","0"
"32062","32276_2011-12","0","0",0,"*","0","0","0"
"32063","32276_2011-12","0","0",0,"*","0","0","0"
"32064","32276_2011-12","0","0",0,"*","0","0","0"
"32065","32276_2011-12","0","0",0,"*","0","0","0"
"32066","32276_2011-12","0","0",0,"*","0","*","0"
"32067","32276_2011-12","0","0",0,"*","0","*","0"
"32068","32276_2011-12","0","0",0,"*","0","*","0"
"32069","32276_2011-12","0","0",0,"*","0","*","0"
"32070","32276_2011-12","0","0",0,"*","0","*","0"
"32071","32276_2011-12","0","0",0,"*","0","*","0"
"32072","32276_2011-12","0","0",0,"*","0","*","0"
"32073","32276_2011-12","0","0",0,"*","0","*","0"
"32074","32276_2011-12","0","0",0,"*","0","0","0"
"32075","32276_2011-12","0","0",0,"*","0","0","0"
"32076","32276_2011-12","0","0",0,"*","0","0","0"
"32077","32276_2011-12","0","0",0,"*","0","0","0"
"32078","32276_2011-12","0","0",0,"*","0","0","0"
"32079","32276_2011-12","0","0",0,"*","0","0","0"
"32080","32276_2011-12","0","0",0,"*","0","0","0"
"32081","32276_2011-12","0","0",0,"*","0","0","0"
"32082","32276_2011-12","0","0",0,"*","0","*","0"
"32083","32276_2011-12","0","0",0,"*","0","*","0"
"32084","32276_2011-12","0","0",0,"*","0","*","0"
"32085","32276_2011-12","0","0",0,"*","0","*","0"
"32086","32276_2011-12","0","0",0,"*","0","*","0"
"32087","32276_2011-12","0","0",0,"*","0","*","0"
"32088","32276_2011-12","0","0",0,"*","0","*","0"
"32089","32276_2011-12","0","0",0,"*","0","*","0"
"32090","32276_2011-12","0","0",0,"*","0","0","0"
"32091","32276_2011-12","0","0",0,"*","0","0","0"
"32092","32276_2011-12","0","0",0,"*","0","0","0"
"32093","32276_2011-12","0","0",0,"*","0","0","0"
"32094","32276_2011-12","0","0",0,"*","0","0","0"
"32095","32276_2011-12","0","0",0,"*","0","0","0"
"32096","32276_2011-12","0","0",0,"*","0","0","0"
"32097","32276_2011-12","0","0",0,"*","0","0","0"
"32098","32276_2011-12","0","0",0,"*","0","*","0"
"32099","32276_2011-12","0","0",0,"*","0","*","0"
"32100","32276_2011-12","0","0",0,"*","0","*","0"
"32101","32276_2011-12","0","0",0,"*","0","*","0"
"32102","32276_2011-12","0","0",0,"*","0","*","0"
"32103","32276_2011-12","0","0",0,"*","0","*","0"
"32104","32276_2011-12","0","0",0,"*","0","*","0"
"32105","32276_2011-12","0","0",0,"*","0","*","0"
"32106","32276_2011-12","0","0",0,"*","0","0","0"
"32107","32276_2011-12","0","0",0,"*","0","0","0"
"32108","32276_2011-12","0","0",0,"*","0","0","0"
"32109","32276_2011-12","0","0",0,"*","0","0","0"
"32110","32276_2011-12","0","0",0,"*","0","0","0"
"32111","32276_2011-12","0","0",0,"*","0","0","0"
"32112","32276_2011-12","0","0",0,"*","0","0","0"
"32113","32276_2011-12","0","0",0,"*","0","0","0"
"32114","32276_2011-12","0","0",0,"*","0","*","0"
"32115","32276_2011-12","0","0",0,"*","0","*","0"
"32116","32276_2011-12","0","0",0,"*","0","*","0"
"32117","32276_2011-12","0","0",0,"*","0","*","0"
"32118","32276_2011-12","0","0",0,"*","0","*","0"
"32119","32276_2011-12","0","0",0,"*","0","*","0"
"32120","32276_2011-12","0","0",0,"*","0","*","0"
"32121","32276_2011-12","0","0",0,"*","0","*","0"
"32122","32276_2011-12","0","0",0,"*","0","0","0"
"32123","32276_2011-12","0","0",0,"*","0","0","0"
"32124","32276_2011-12","0","0",0,"*","0","0","0"
"32125","32276_2011-12","0","0",0,"*","0","0","0"
"32126","32276_2011-12","0","0",0,"*","0","0","0"
"32127","32276_2011-12","0","0",0,"*","0","0","0"
"32128","32276_2011-12","0","0",0,"*","0","0","0"
"32129","32276_2011-12","0","0",0,"*","0","0","0"
"32130","32276_2011-12","0","0",0,"*","0","*","0"
"32131","32276_2011-12","0","0",0,"*","0","*","0"
"32132","32276_2011-12","0","0",0,"*","0","*","0"
"32133","32276_2011-12","0","0",0,"*","0","*","0"
"32134","32276_2011-12","0","0",0,"*","0","*","0"
"32135","32276_2011-12","0","0",0,"*","0","*","0"
"32136","32276_2011-12","0","0",0,"*","0","*","0"
"32137","32276_2011-12","0","0",0,"*","0","*","0"
"32138","32276_2011-12","0","0",0,"*","0","0","0"
"32139","32276_2011-12","0","0",0,"*","0","0","0"
"32140","32276_2011-12","0","0",0,"*","0","0","0"
"32141","32276_2011-12","0","0",0,"*","0","0","0"
"32142","32276_2011-12","0","0",0,"*","0","0","0"
"32143","32276_2011-12","0","0",0,"*","0","0","0"
"32144","32276_2011-12","0","0",0,"*","0","0","0"
"32145","32276_2011-12","0","0",0,"*","0","0","0"
"32146","32276_2011-12","0","0",0,"*","0","*","0"
"32147","32276_2011-12","0","0",0,"*","0","*","0"
"32148","32276_2011-12","0","0",0,"*","0","*","0"
"32149","32276_2011-12","0","0",0,"*","0","*","0"
"32150","32276_2011-12","0","0",0,"*","0","*","0"
"32151","32276_2011-12","0","0",0,"*","0","*","0"
"32152","32276_2011-12","0","0",0,"*","0","*","0"
"32153","32276_2011-12","0","0",0,"*","0","*","0"
"32154","32276_2011-12","0","0",0,"*","0","0","0"
"32155","32276_2011-12","0","0",0,"*","0","0","0"
"32156","32276_2011-12","0","0",0,"*","0","0","0"
"32157","32276_2011-12","0","0",0,"*","0","0","0"
"32158","32276_2011-12","0","0",0,"*","0","0","0"
"32159","32276_2011-12","0","0",0,"*","0","0","0"
"32160","32276_2011-12","0","0",0,"*","0","0","0"
"32161","32276_2011-12","0","0",0,"*","0","0","0"
"32162","32276_2011-12","0","0",0,"*","0","*","0"
"32163","32276_2011-12","0","0",0,"*","0","*","0"
"32164","32276_2011-12","0","0",0,"*","0","*","0"
"32165","32276_2011-12","0","0",0,"*","0","*","0"
"32166","32276_2011-12","0","0",0,"*","0","*","0"
"32167","32276_2011-12","0","0",0,"*","0","*","0"
"32168","32276_2011-12","0","0",0,"*","0","*","0"
"32169","32276_2011-12","0","0",0,"*","0","*","0"
"32170","32276_2011-12","0","0",0,"*","0","0","0"
"32171","32276_2011-12","0","0",0,"*","0","0","0"
"32172","32276_2011-12","0","0",0,"*","0","0","0"
"32173","32276_2011-12","0","0",0,"*","0","0","0"
"32174","32276_2011-12","0","0",0,"*","0","0","0"
"32175","32276_2011-12","0","0",0,"*","0","0","0"
"32176","32276_2011-12","0","0",0,"*","0","0","0"
"32177","32276_2011-12","0","0",0,"*","0","0","0"
"32178","32276_2011-12","0","0",0,"*","0","*","0"
"32179","32276_2011-12","0","0",0,"*","0","*","0"
"32180","32276_2011-12","0","0",0,"*","0","*","0"
"32181","32276_2011-12","0","0",0,"*","0","*","0"
"32182","32276_2011-12","0","0",0,"*","0","*","0"
"32183","32276_2011-12","0","0",0,"*","0","*","0"
"32184","32276_2011-12","0","0",0,"*","0","*","0"
"32185","32276_2011-12","0","0",0,"*","0","*","0"
"32186","32276_2011-12","0","0",0,"*","0","0","0"
"32187","32276_2011-12","0","0",0,"*","0","0","0"
"32188","32276_2011-12","0","0",0,"*","0","0","0"
"32189","32276_2011-12","0","0",0,"*","0","0","0"
"32190","32276_2011-12","0","0",0,"*","0","0","0"
"32191","32276_2011-12","0","0",0,"*","0","0","0"
"32192","32276_2011-12","0","0",0,"*","0","0","0"
"32193","32276_2011-12","0","0",0,"*","0","0","0"
"32194","32276_2011-12","0","0",0,"*","0","*","0"
"32195","32276_2011-12","0","0",0,"*","0","*","0"
"32196","32276_2011-12","0","0",0,"*","0","*","0"
"32197","32276_2011-12","0","0",0,"*","0","*","0"
"32198","32276_2011-12","0","0",0,"*","0","*","0"
"32199","32276_2011-12","0","0",0,"*","0","*","0"
"32200","32276_2011-12","0","0",0,"*","0","*","0"
"32201","32276_2011-12","0","0",0,"*","0","*","0"
"32202","32276_2011-12","0","0",0,"*","0","0","0"
"32203","32276_2011-12","0","0",0,"*","0","0","0"
"32204","32276_2011-12","0","0",0,"*","0","0","0"
"32205","32276_2011-12","0","0",0,"*","0","0","0"
"32206","32276_2011-12","0","0",0,"*","0","0","0"
"32207","32276_2011-12","0","0",0,"*","0","0","0"
"32208","32276_2011-12","0","0",0,"*","0","0","0"
"32209","32276_2011-12","0","0",0,"*","0","0","0"
"32210","32276_2011-12","0","0",0,"*","0","*","0"
"32211","32276_2011-12","0","0",0,"*","0","*","0"
"32212","32276_2011-12","0","0",0,"*","0","*","0"
"32213","32276_2011-12","0","0",0,"*","0","*","0"
"32214","32276_2011-12","0","0",0,"*","0","*","0"
"32215","32276_2011-12","0","0",0,"*","0","*","0"
"32216","32276_2011-12","0","0",0,"*","0","*","0"
"32217","32276_2011-12","0","0",0,"*","0","*","0"
"32218","32276_2011-12","0","0",0,"*","0","0","0"
"32219","32276_2011-12","0","0",0,"*","0","0","0"
"32220","32276_2011-12","0","0",0,"*","0","0","0"
"32221","32276_2011-12","0","0",0,"*","0","0","0"
"32222","32276_2011-12","0","0",0,"*","0","0","0"
"32223","32276_2011-12","0","0",0,"*","0","0","0"
"32224","32276_2011-12","0","0",0,"*","0","0","0"
"32225","32276_2011-12","0","0",0,"*","0","0","0"
"32226","32276_2011-12","0","0",0,"*","0","*","0"
"32227","32276_2011-12","0","0",0,"*","0","*","0"
"32228","32276_2011-12","0","0",0,"*","0","*","0"
"32229","32276_2011-12","0","0",0,"*","0","*","0"
"32230","32276_2011-12","0","0",0,"*","0","*","0"
"32231","32276_2011-12","0","0",0,"*","0","*","0"
"32232","32276_2011-12","0","0",0,"*","0","*","0"
"32233","32276_2011-12","0","0",0,"*","0","*","0"
"32234","32276_2011-12","0","0",0,"*","0","0","0"
"32235","32276_2011-12","0","0",0,"*","0","0","0"
"32236","32276_2011-12","0","0",0,"*","0","0","0"
"32237","32276_2011-12","0","0",0,"*","0","0","0"
"32238","32276_2011-12","0","0",0,"*","0","0","0"
"32239","32276_2011-12","0","0",0,"*","0","0","0"
"32240","32276_2011-12","0","0",0,"*","0","0","0"
"32241","32276_2011-12","0","0",0,"*","0","0","0"
"32242","32276_2011-12","0","0",0,"*","0","*","0"
"32243","32276_2011-12","0","0",0,"*","0","*","0"
"32244","32276_2011-12","0","0",0,"*","0","*","0"
"32245","32276_2011-12","0","0",0,"*","0","*","0"
"32246","32276_2011-12","0","0",0,"*","0","*","0"
"32247","32276_2011-12","0","0",0,"*","0","*","0"
"32248","32276_2011-12","0","0",0,"*","0","*","0"
"32249","32276_2011-12","0","0",0,"*","0","*","0"
"32250","32276_2011-12","0","0",0,"*","0","0","0"
"32251","32276_2011-12","0","0",0,"*","0","0","0"
"32252","32276_2011-12","0","0",0,"*","0","0","0"
"32253","32276_2011-12","0","0",0,"*","0","0","0"
"32254","32276_2011-12","0","0",0,"*","0","0","0"
"32255","32276_2011-12","0","0",0,"*","0","0","0"
"32256","32276_2011-12","0","0",0,"*","0","0","0"
"32257","32276_2011-12","0","0",0,"*","0","0","0"
"32258","32276_2011-12","0","0",0,"*","0","*","0"
"32259","32276_2011-12","0","0",0,"*","0","*","0"
"32260","32276_2011-12","0","0",0,"*","0","*","0"
"32261","32276_2011-12","0","0",0,"*","0","*","0"
"32262","32276_2011-12","0","0",0,"*","0","*","0"
"32263","32276_2011-12","0","0",0,"*","0","*","0"
"32264","32276_2011-12","0","0",0,"*","0","*","0"
"32265","32276_2011-12","0","0",0,"*","0","*","0"
"32266","32276_2011-12","0","0",0,"*","0","0","0"
"32267","32276_2011-12","0","0",0,"*","0","0","0"
"32268","32276_2011-12","0","0",0,"*","0","0","0"
"32269","32276_2011-12","0","0",0,"*","0","0","0"
"32270","32276_2011-12","0","0",0,"*","0","0","0"
"32271","32276_2011-12","0","0",0,"*","0","0","0"
"32272","32276_2011-12","0","0",0,"*","0","0","0"
"32273","32276_2011-12","0","0",0,"*","0","0","0"
"32274","32276_2011-12","0","0",0,"*","0","*","0"
"32275","32276_2011-12","0","0",0,"*","0","*","0"
"32276","32276_2011-12","0","0",0,"*","0","*","0"
"32277","32276_2011-12","0","0",0,"*","0","*","0"
"32278","32276_2011-12","0","0",0,"*","0","*","0"
