"","dist_year","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"3931","71068_2016-17",1,4,297,325,45,346,326
"3932","71076_2011-12",29,39,356,207,28,331,328
"3933","71076_2012-13",21,29,349,156,28,296,287
"3934","71076_2013-14",20,31,379,157,23,309,301
"3935","71076_2014-15",20,31,364,145,28,291,297
"3936","71076_2015-16",22,22,364,155,37,292,308
"3937","71076_2016-17",21,33,363,148,35,297,303
"3938","71084_2012-13",0,1,2,31,0,21,13
"3939","71084_2014-15",2,0,6,23,0,14,17
"3940","71084_2015-16",0,0,5,26,1,14,18
"3941","71084_2016-17",1,0,5,24,1,14,17
"3942","71092_2011-12",8,11,90,106,9,102,122
"3943","71092_2012-13",7,10,93,138,9,120,137
"3944","71092_2013-14",6,6,84,163,12,134,137
"3945","71092_2014-15",8,7,98,159,13,145,140
"3946","71092_2015-16",4,9,103,159,16,148,143
"3947","71092_2016-17",4,8,111,145,18,140,146
"3948","71100_2011-12",6,2,55,177,7,127,120
"3949","71100_2012-13",10,2,53,176,10,131,120
"3950","71100_2013-14",7,7,61,178,8,134,127
"3951","71100_2014-15",1,3,58,195,12,132,137
"3952","71100_2015-16",1,1,65,165,4,116,120
"3953","71100_2016-17",7,3,82,149,6,125,122
"3954","71134_2011-12",6,3,138,160,9,159,157
"3955","71134_2012-13",8,3,144,131,8,147,147
"3956","71134_2013-14",8,2,149,122,6,154,133
"3957","71134_2014-15",5,3,143,116,9,142,134
"3958","71134_2015-16",2,0,154,113,19,148,140
"3959","71134_2016-17",1,0,174,128,11,153,161
"3960","71167_2011-12",132,133,1933,647,159,1479,1525
"3961","71167_2012-13",123,120,1967,629,160,1485,1514
"3962","71167_2013-14",111,113,2108,584,145,1502,1559
"3963","71167_2014-15",121,114,2163,568,157,1481,1642
"3964","71167_2015-16",119,95,2159,557,181,1507,1604
"3965","71167_2016-17",125,87,2236,551,202,1538,1663
"3966","71175_2011-12",837,645,7171,4711,1371,7287,7448
"3967","71175_2012-13",796,588,7366,4443,1548,7313,7428
"3968","71175_2013-14",787,563,7397,4232,1584,7257,7306
"3969","71175_2014-15",776,559,7699,4269,1588,7357,7534
"3970","71175_2015-16",742,548,8099,4169,1482,7353,7687
"3971","71175_2016-17",747,532,8495,4052,1479,7536,7769
"3972","71217_2011-12",62,214,1791,465,132,1265,1399
"3973","71217_2012-13",63,229,1883,446,135,1303,1453
"3974","71217_2013-14",69,220,1905,436,136,1309,1457
"3975","71217_2014-15",66,217,1914,439,136,1334,1438
"3976","71217_2015-16",61,218,1974,413,156,1371,1451
"3977","71217_2016-17",67,194,1994,381,186,1360,1462
"3978","71233_2016-17",1,1,7,18,4,20,11
"3979","71266_2011-12",18,34,365,199,43,331,328
"3980","71266_2012-13",18,33,372,178,38,313,326
"3981","71266_2013-14",20,31,370,163,38,284,338
"3982","71266_2014-15",22,29,365,169,44,282,347
"3983","71266_2015-16",17,20,370,149,38,292,302
"3984","71266_2016-17",20,20,443,192,41,355,361
"3985","71282_2011-12",83,37,269,194,62,299,346
"3986","71282_2012-13",80,42,297,211,34,323,341
"3987","71282_2013-14",76,40,332,189,35,321,351
"3988","71282_2014-15",76,39,342,191,40,337,351
"3989","71282_2015-16",87,49,331,189,51,358,349
"3990","71282_2016-17",83,41,343,177,60,363,341
"3991","71290_2011-12",100,98,718,867,184,992,975
"3992","71290_2012-13",107,109,743,882,166,1015,992
"3993","71290_2013-14",120,100,772,803,173,954,1014
"3994","71290_2014-15",109,101,815,802,164,974,1017
"3995","71290_2015-16",119,84,875,796,171,1017,1028
"3996","71290_2016-17",115,75,820,789,191,983,1007
"3997","71324_2015-16",1,0,9,11,0,3,18
"3998","71324_2016-17",1,0,14,14,0,10,19
"3999","71365_2011-12",2,1,15,17,5,19,21
"4000","71365_2012-13",1,1,14,17,2,19,16
"4001","71365_2013-14",0,3,17,14,2,21,15
"4002","71365_2014-15",0,4,14,18,3,22,17
"4003","71365_2015-16",0,0,10,20,2,15,17
"4004","71365_2016-17",0,0,11,18,2,13,18
"4005","71373_2011-12",12,8,79,209,25,153,180
"4006","71373_2012-13",11,8,86,217,23,153,192
"4007","71373_2013-14",7,1,88,196,32,152,172
"4008","71373_2014-15",9,3,74,185,30,151,150
"4009","71373_2015-16",8,2,71,186,17,136,148
"4010","71373_2016-17",8,3,75,210,19,151,164
"4011","71381_2011-12",3,0,27,66,18,50,64
"4012","71381_2012-13",2,0,34,67,19,59,63
"4013","71381_2013-14",4,0,32,65,15,53,63
"4014","71381_2014-15",7,1,31,64,10,49,64
"4015","71381_2015-16",9,1,27,74,7,66,52
"4016","71381_2016-17",7,1,32,68,8,53,63
"4017","71399_2011-12",112,10,497,215,15,425,424
"4018","71399_2012-13",115,2,476,214,10,429,388
"4019","71399_2013-14",102,1,476,203,21,411,392
"4020","71399_2014-15",108,0,460,207,14,388,401
"4021","71399_2015-16",111,0,484,211,15,402,419
"4022","71399_2016-17",119,4,485,206,21,405,430
"4023","71407_2011-12",20,37,157,654,94,491,471
"4024","71407_2012-13",24,41,151,654,85,511,444
"4025","71407_2013-14",18,44,129,645,88,503,421
"4026","71407_2014-15",18,34,141,605,101,472,427
"4027","71407_2015-16",20,28,124,582,95,463,386
"4028","71407_2016-17",20,32,137,653,121,511,452
"4029","71415_2013-14",13,65,83,292,30,228,255
"4030","71415_2014-15",15,68,94,357,29,293,270
"4031","71415_2015-16",21,64,108,332,71,328,268
"4032","71415_2016-17",27,66,103,375,84,340,315
"4033","71423_2011-12",19,61,42,246,41,188,221
"4034","71423_2012-13",20,65,57,283,38,222,241
"4035","71423_2015-16",4,1,6,50,5,31,35
"4036","71423_2016-17",6,4,12,89,15,70,56
"4037","71431_2013-14",4,1,7,31,3,21,25
"4038","71431_2014-15",3,0,9,35,1,23,25
"4039","71431_2016-17",1,0,7,32,3,22,21
"4040","71449_2011-12",24,2,118,544,27,337,378
"4041","71449_2012-13",18,3,119,519,22,324,357
"4042","71449_2013-14",16,2,134,515,41,338,370
"4043","71449_2014-15",13,5,149,493,66,358,368
"4044","71449_2015-16",18,4,178,493,60,368,385
"4045","71449_2016-17",19,4,198,492,63,372,404
"4046","71456_2016-17",5,0,68,114,20,108,99
"4047","71464_2011-12",1049,127,2073,2047,461,2778,2979
"4048","71464_2012-13",1065,124,2153,2013,455,2832,2978
"4049","71464_2013-14",1064,130,2283,1897,485,2856,3003
"4050","71464_2014-15",1075,128,2404,1811,467,2883,3002
"4051","71464_2015-16",1130,115,2468,1773,432,2885,3033
"4052","71464_2016-17",1173,123,2573,1642,415,2902,3024
"4053","71472_2011-12",2,3,28,113,3,82,67
"4054","71472_2012-13",2,2,26,120,2,84,68
"4055","71472_2013-14",1,2,30,114,3,83,67
"4056","71472_2014-15",3,3,30,125,7,96,72
"4057","71472_2015-16",5,3,29,132,8,91,86
"4058","71472_2016-17",3,2,42,141,9,107,90
"4059","71498_2011-12",3,2,223,177,11,205,211
"4060","71498_2012-13",5,3,212,166,11,207,190
"4061","71498_2013-14",5,3,218,148,8,203,179
"4062","71498_2014-15",3,4,245,143,5,204,196
"4063","71498_2015-16",5,4,273,148,7,224,213
"4064","71498_2016-17",5,3,270,160,8,217,229
"4065","71506_2011-12",10,8,543,451,26,495,543
"4066","71506_2012-13",8,5,496,443,28,477,503
"4067","71506_2013-14",5,6,470,433,46,472,488
"4068","71506_2014-15",9,9,468,380,93,468,491
"4069","71506_2015-16",4,6,491,381,42,470,454
"4070","71506_2016-17",6,6,516,348,66,468,474
"4071","71522_2011-12",2,3,23,200,10,115,123
"4072","71522_2012-13",2,0,23,203,14,117,125
"4073","71522_2013-14",3,1,27,185,16,114,118
"4074","71522_2014-15",2,1,29,166,16,100,114
"4075","71522_2015-16",2,0,28,189,19,107,131
"4076","71522_2016-17",1,2,39,232,19,125,168
"4077","71548_2013-14",0,0,39,20,2,31,30
"4078","71548_2014-15",0,0,52,19,3,31,43
"4079","71548_2015-16",1,0,54,30,3,41,47
"4080","71548_2016-17",1,0,61,21,3,40,46
"4081","71563_2012-13",0,0,11,51,3,28,37
"4082","71571_2013-14",0,1,124,140,13,126,152
"4083","71571_2014-15",2,1,132,134,8,121,156
"4084","71571_2015-16",3,2,119,138,8,116,154
"4085","71621_2011-12",1,3,113,274,29,207,213
"4086","71621_2012-13",0,4,130,279,19,210,222
"4087","71621_2013-14",2,4,117,250,22,182,213
"4088","71621_2014-15",3,3,126,239,23,184,210
"4089","71621_2015-16",2,2,135,252,21,194,218
"4090","71621_2016-17",2,4,131,235,17,177,212
"4091","71639_2011-12",15,16,415,1240,89,904,871
"4092","71639_2012-13",10,16,413,1111,117,857,810
"4093","71639_2013-14",7,17,394,1075,117,812,798
"4094","71639_2014-15",8,16,398,1064,115,823,778
"4095","71639_2015-16",10,15,435,1021,119,820,780
"4096","71639_2016-17",16,20,466,1015,113,816,814
"4097","71647_2014-15",0,1,1,22,0,10,14
"4098","71647_2015-16",0,2,1,26,3,17,15
"4099","71654_2012-13",0,2,18,34,2,26,30
"4100","71654_2014-15",0,0,15,34,1,22,28
"4101","71654_2015-16",2,1,14,25,0,20,22
"4102","71654_2016-17",2,1,23,22,2,29,21
"4103","71662_2015-16",1,1,3,12,10,13,14
"4104","71662_2016-17",1,1,3,7,7,6,13
"4105","71696_2011-12",0,0,0,16,3,9,10
"4106","71746_2012-13",0,0,2,5,3,4,6
"4107","71803_2011-12",5,3,169,78,17,144,128
"4108","71803_2012-13",5,5,176,98,15,151,148
"4109","71803_2013-14",2,7,206,92,20,169,158
"4110","71803_2014-15",6,5,212,97,17,183,154
"4111","71803_2015-16",7,10,242,121,12,221,171
"4112","71803_2016-17",2,11,247,131,25,216,200
"4113","71811_2012-13",4,1,71,16,7,48,51
"4114","71837_2011-12",21,8,584,355,55,497,526
"4115","71837_2012-13",22,11,640,338,60,516,555
"4116","71837_2013-14",25,15,636,345,59,522,558
"4117","71837_2014-15",25,13,681,308,72,520,579
"4118","71837_2015-16",24,13,731,301,60,546,583
"4119","71837_2016-17",30,13,828,302,58,605,626
"4120","71852_2011-12",2,0,35,8,1,25,21
"4121","71852_2012-13",3,1,27,4,1,19,17
"4122","71852_2013-14",2,1,31,3,1,18,20
"4123","71852_2014-15",1,0,33,5,0,22,17
"4124","71852_2015-16",2,0,32,2,0,22,14
"4125","71852_2016-17",2,1,37,1,2,20,23
"4126","71860_2011-12",14,2,1614,33,73,867,869
"4127","71860_2012-13",14,1,1638,30,68,858,893
"4128","71860_2013-14",12,2,1635,29,72,872,878
"4129","71860_2014-15",12,2,1629,32,72,887,860
"4130","71860_2015-16",13,1,1651,31,74,908,862
"4131","71860_2016-17",4,1,1700,28,69,902,900
"4132","71902_2011-12",0,0,380,4,9,209,184
"4133","71902_2012-13",1,1,364,4,9,189,190
"4134","71902_2013-14",1,2,369,5,9,197,189
"4135","71902_2014-15",0,1,393,4,7,205,200
"4136","71902_2015-16",0,1,423,2,9,208,227
"4137","71902_2016-17",0,1,410,5,7,207,216
"4138","71910_2011-12",1,4,245,182,24,229,227
"4139","71910_2012-13",2,1,236,161,30,219,211
"4140","71928_2011-12",11,8,526,535,23,507,596
"4141","71928_2012-13",8,12,548,500,25,497,596
"4142","71969_2011-12",1,0,94,13,2,55,55
"4143","71969_2012-13",1,0,89,8,2,46,54
"4144","71969_2013-14",1,0,90,9,0,50,50
"4145","71969_2014-15",2,0,91,4,0,48,49
"4146","71969_2015-16",1,0,92,4,0,42,55
"4147","71969_2016-17",1,1,79,4,0,33,52
"4148","71985_2011-12",0,0,24,13,0,17,20
"4149","71985_2012-13",0,0,28,20,0,21,27
"4150","71985_2013-14",1,0,42,20,0,25,38
"4151","71985_2014-15",1,2,33,22,1,26,33
"4152","71985_2015-16",0,3,36,23,2,26,38
"4153","71985_2016-17",1,2,46,23,3,34,41
"4154","71993_2011-12",43,2,1620,130,6,862,939
"4155","71993_2013-14",38,0,1673,107,16,857,977
"4156","71993_2014-15",36,1,1682,94,9,856,966
"4157","71993_2015-16",36,4,1713,95,14,903,959
"4158","71993_2016-17",45,5,1722,73,8,900,953
"4159","72017_2012-13",1,0,54,26,4,36,49
"4160","72017_2015-16",0,2,72,20,2,54,42
"4161","72017_2016-17",1,0,92,17,3,61,52
"4162","72033_2011-12",1,1,100,30,3,76,59
"4163","72033_2012-13",1,0,86,26,1,60,54
"4164","72033_2013-14",2,0,85,22,1,53,57
"4165","72033_2015-16",0,1,103,11,3,59,59
"4166","72041_2011-12",3,5,200,11,0,104,115
"4167","72041_2012-13",3,4,210,10,0,119,108
"4168","72041_2014-15",2,3,208,7,2,112,110
"4169","72041_2015-16",2,2,213,11,3,123,108
"4170","72041_2016-17",2,4,236,7,2,124,127
"4171","72058_2011-12",1,0,102,1,20,66,58
"4172","72090_2013-14",1,0,44,41,5,50,41
"4173","72090_2014-15",1,0,46,37,7,54,37
"4174","72090_2015-16",2,0,41,30,5,43,35
"4175","72090_2016-17",2,0,45,25,5,33,44
"4176","72116_2011-12",0,1,20,46,8,36,39
"4177","72116_2012-13",0,1,23,42,7,41,32
"4178","72116_2013-14",0,1,26,49,6,41,41
"4179","72132_2011-12",4,0,11,54,1,31,39
"4180","72132_2012-13",3,0,9,68,3,40,43
"4181","72132_2013-14",3,0,11,52,2,29,39
"4182","72140_2011-12",2,7,185,70,12,163,113
"4183","72140_2012-13",5,15,253,95,8,210,166
"4184","72140_2013-14",4,8,264,98,6,204,176
"4185","72140_2014-15",8,15,428,103,21,288,287
"4186","72140_2015-16",6,8,404,118,16,276,276
"4187","72140_2016-17",11,9,450,123,28,332,289
"4188","72157_2011-12",1,1,154,17,1,87,87
"4189","72157_2012-13",3,0,149,20,0,94,78
"4190","72157_2013-14",2,1,135,22,1,88,73
"4191","72157_2014-15",2,0,139,21,4,77,89
"4192","72157_2015-16",0,0,176,16,3,85,110
"4193","72173_2011-12",4,2,51,109,1,86,81
"4194","72173_2012-13",3,2,55,109,0,88,81
"4195","72173_2013-14",2,0,65,115,0,94,88
"4196","72173_2014-15",2,2,65,114,1,81,103
"4197","72173_2015-16",0,2,68,98,2,83,87
"4198","72173_2016-17",1,1,79,89,1,85,86
"4199","72199_2011-12",1,1,161,4,1,92,76
"4200","72199_2012-13",0,0,179,3,2,92,92
"4201","72199_2013-14",0,0,181,3,2,92,94
"4202","72199_2014-15",1,1,188,5,1,106,90
"4203","72199_2015-16",1,3,184,2,0,101,89
"4204","72199_2016-17",0,2,178,3,2,89,96
"4205","72207_2012-13",1,0,6,16,2,13,12
"4206","72215_2012-13",2,1,112,5,0,49,71
"4207","72215_2013-14",3,0,128,3,3,62,75
"4208","72215_2014-15",3,1,122,5,4,69,66
"4209","72215_2015-16",1,0,106,7,5,62,57
"4210","72215_2016-17",0,0,100,4,8,53,59
"4211","72231_2011-12",33,98,1369,413,27,930,1010
"4212","72231_2012-13",29,99,1447,421,23,946,1073
"4213","72231_2013-14",26,100,1488,406,25,1038,1007
"4214","72231_2014-15",24,91,1492,404,27,1063,975
"4215","72231_2015-16",25,93,1535,407,29,1046,1043
"4216","72231_2016-17",29,81,1590,379,30,1015,1094
"4217","72249_2011-12",90,210,3595,1247,98,2607,2633
"4218","72249_2012-13",91,200,3710,1213,92,2620,2686
"4219","72249_2013-14",80,188,3791,1168,103,2612,2718
"4220","72249_2014-15",64,189,3874,1100,98,2603,2722
"4221","72249_2015-16",69,192,3921,1066,110,2656,2702
"4222","72249_2016-17",64,175,4060,1071,116,2713,2773
"4223","72256_2011-12",663,310,7212,3679,412,6159,6117
"4224","72256_2012-13",639,310,7387,3536,425,6188,6109
"4225","72256_2013-14",640,307,7661,3458,478,6249,6295
"4226","72256_2014-15",610,270,7952,3341,508,6294,6387
"4227","72256_2015-16",610,238,8127,3247,541,6325,6438
"4228","72256_2016-17",620,212,8504,3167,554,6439,6618
"4229","72272_2011-12",1,4,304,27,2,172,166
"4230","72280_2011-12",3,3,350,85,358,381,418
"4231","72306_2011-12",1,1,2,12,1,8,9
"4232","72306_2012-13",1,1,2,20,0,12,12
"4233","72306_2013-14",0,1,4,28,0,16,17
"4234","72306_2014-15",0,0,1,17,1,8,11
"4235","72306_2015-16",1,2,3,13,2,8,13
"4236","72306_2016-17",0,2,7,22,1,13,19
"4237","72348_2011-12",0,4,11,106,6,60,67
"4238","72348_2012-13",1,3,12,101,6,46,77
"4239","72348_2013-14",4,0,18,118,7,59,88
"4240","72348_2014-15",4,2,20,118,7,67,84
"4241","72348_2015-16",3,4,9,100,4,54,66
"4242","72348_2016-17",2,4,8,105,6,58,67
"4243","72355_2011-12",2,0,11,97,8,59,59
"4244","72355_2012-13",1,0,16,86,6,47,62
"4245","72355_2013-14",1,1,24,67,9,47,55
"4246","72355_2016-17",0,0,19,69,6,37,57
"4247","72363_2011-12",1,10,52,166,25,118,136
"4248","72363_2012-13",1,10,60,150,18,110,129
"4249","72363_2013-14",2,9,60,122,13,101,105
"4250","72363_2014-15",4,11,41,124,8,100,88
"4251","72363_2015-16",3,7,43,100,12,82,83
"4252","72363_2016-17",2,6,54,97,14,87,86
"4253","72371_2011-12",3,1,22,106,15,68,79
"4254","72371_2012-13",4,1,21,105,12,70,73
"4255","72371_2013-14",3,1,21,94,12,56,75
"4256","72371_2014-15",2,0,24,95,8,63,66
"4257","72371_2015-16",8,0,25,95,11,73,66
"4258","72371_2016-17",6,1,26,109,18,79,81
"4259","72389_2011-12",12,10,153,1031,50,610,646
"4260","72389_2012-13",10,7,167,950,52,567,619
"4261","72389_2013-14",10,12,173,865,67,526,601
"4262","72389_2014-15",11,8,163,850,69,495,606
"4263","72389_2015-16",11,8,189,760,68,445,591
"4264","72389_2016-17",10,10,211,769,68,483,585
"4265","72397_2013-14",2,3,23,84,8,52,68
"4266","72397_2014-15",1,2,26,73,4,50,56
"4267","72405_2012-13",0,0,11,55,14,41,39
"4268","72413_2011-12",1,4,43,223,466,345,392
"4269","72413_2012-13",2,14,87,749,65,458,459
"4270","72413_2013-14",6,11,102,728,58,459,446
"4271","72413_2014-15",7,9,126,718,68,475,453
"4272","72413_2015-16",5,12,110,667,77,442,429
"4273","72413_2016-17",6,14,127,640,75,443,419
"4274","72421_2011-12",0,0,4,64,2,26,44
"4275","72421_2012-13",0,0,9,61,2,26,46
"4276","72421_2013-14",0,0,6,62,2,27,43
"4277","72447_2011-12",0,2,126,21,0,82,67
"4278","72454_2011-12",7,10,1495,194,13,827,892
"4279","72454_2012-13",9,8,1503,182,11,811,902
"4280","72454_2013-14",7,6,1505,165,15,821,877
"4281","72454_2014-15",7,3,1465,168,10,802,851
"4282","72454_2015-16",2,3,1464,160,16,791,854
"4283","72454_2016-17",4,0,1495,146,20,793,872
"4284","72462_2011-12",13,36,1425,88,113,787,888
"4285","72462_2012-13",17,31,1388,74,98,765,843
"4286","72462_2013-14",12,32,1373,83,109,768,841
"4287","72462_2014-15",7,21,1396,72,114,783,827
"4288","72462_2015-16",10,15,1400,74,123,806,816
"4289","72462_2016-17",9,20,1447,73,119,849,819
"4290","72470_2011-12",11,23,140,191,20,215,170
"4291","72470_2012-13",12,21,162,188,19,222,180
"4292","72470_2013-14",11,14,150,206,12,205,188
"4293","72470_2014-15",10,16,134,201,12,186,187
"4294","72470_2015-16",11,14,129,184,23,174,187
"4295","72470_2016-17",14,12,113,162,22,168,155
"4296","72504_2012-13",3,4,42,19,3,41,30
"4297","72504_2013-14",3,9,40,80,34,85,81
"4298","72504_2014-15",8,36,60,174,157,235,200
"4299","72504_2015-16",2,37,115,128,76,202,156
"4300","72512_2011-12",2,9,437,19,23,218,272
"4301","72512_2012-13",3,14,451,23,25,247,269
"4302","72512_2013-14",3,11,464,18,19,263,252
"4303","72512_2014-15",5,8,498,21,18,279,271
"4304","72512_2015-16",3,5,511,24,24,286,281
"4305","72512_2016-17",1,5,507,20,31,275,289
"4306","72520_2011-12",34,18,485,863,36,698,738
"4307","72520_2012-13",33,15,464,843,37,675,717
"4308","72520_2013-14",34,15,470,781,37,662,675
"4309","72520_2014-15",28,14,409,788,43,622,660
"4310","72520_2015-16",21,14,417,780,44,632,644
"4311","72520_2016-17",23,12,426,728,44,601,632
"4312","72538_2011-12",34,59,2849,200,99,1583,1658
"4313","72538_2012-13",38,58,3022,174,105,1650,1747
"4314","72538_2013-14",43,72,3062,135,108,1677,1743
"4315","72538_2014-15",35,68,3026,145,102,1662,1714
"4316","72538_2015-16",36,63,3045,135,108,1658,1729
"4317","72538_2016-17",29,56,3195,109,103,1749,1743
"4318","72546_2011-12",396,397,12078,2514,958,7990,8353
"4319","72546_2012-13",380,369,12257,2376,955,7883,8454
"4320","72546_2013-14",357,327,12440,2326,983,7988,8445
"4321","72546_2014-15",338,337,12828,2219,981,8038,8665
"4322","72546_2015-16",330,301,13100,2150,946,8132,8695
"4323","72546_2016-17",305,285,13204,2194,969,8287,8670
"4324","72553_2011-12",121,60,569,829,115,853,841
"4325","72553_2012-13",115,48,577,811,121,841,831
"4326","72553_2013-14",104,52,609,766,131,811,851
"4327","72553_2014-15",113,60,582,758,152,816,849
"4328","72553_2015-16",114,64,596,775,145,844,850
"4329","72553_2016-17",116,58,617,753,174,840,878
"4330","72561_2011-12",18,18,788,69,56,443,506
"4331","72561_2012-13",17,26,808,74,64,464,525
"4332","72561_2013-14",16,19,819,65,66,483,502
"4333","72561_2014-15",16,23,881,53,71,512,532
"4334","72561_2015-16",11,23,922,43,77,530,546
"4335","72561_2016-17",10,13,923,44,66,524,532
"4336","72587_2011-12",2,0,665,42,1,355,355
"4337","72587_2012-13",1,2,650,29,1,317,366
"4338","72595_2011-12",4,4,1500,70,15,793,800
"4339","72595_2012-13",3,4,1562,89,9,849,818
"4340","72603_2011-12",598,128,2499,5773,393,4530,4861
"4341","72603_2012-13",604,122,2553,5478,409,4433,4733
"4342","72603_2013-14",598,105,2636,5108,413,4272,4588
"4343","72603_2014-15",615,93,2695,4812,454,4239,4430
"4344","72603_2015-16",627,92,2800,4478,511,4172,4336
"4345","72603_2016-17",631,99,2869,4318,543,4146,4314
"4346","72611_2011-12",5,6,66,81,5,83,80
"4347","72652_2011-12",220,158,3656,3999,370,4099,4304
"4348","72652_2012-13",226,148,3790,3868,367,4148,4251
"4349","72652_2013-14",221,139,3842,3769,395,4145,4221
"4350","72652_2014-15",224,124,3871,3628,394,4084,4157
"4351","72652_2015-16",222,111,3979,3484,413,4066,4143
"4352","72652_2016-17",222,109,3974,3465,390,4017,4143
"4353","72678_2011-12",651,105,709,2533,266,2122,2142
"4354","72678_2012-13",651,123,701,2529,274,2120,2158
"4355","72678_2013-14",658,119,706,2511,267,2089,2172
"4356","72678_2014-15",656,115,737,2473,285,2084,2182
"4357","72678_2015-16",651,99,802,2412,289,2043,2210
"4358","72678_2016-17",686,126,811,2386,294,2085,2218
"4359","72686_2011-12",7,13,287,163,15,244,241
"4360","72686_2012-13",5,12,290,138,14,218,241
"4361","72686_2013-14",2,4,293,122,18,192,247
"4362","72686_2014-15",4,3,319,121,7,206,248
"4363","72686_2015-16",3,4,327,113,12,214,245
"4364","72686_2016-17",3,5,334,113,9,210,254
"4365","72694_2011-12",338,226,1428,1187,218,1643,1754
"4366","72694_2012-13",347,230,1464,1169,230,1674,1766
"4367","72694_2013-14",355,214,1513,1149,252,1685,1798
"4368","72694_2014-15",406,216,1507,1120,233,1681,1801
"4369","72694_2015-16",394,209,1503,1111,246,1706,1757
"4370","72694_2016-17",404,222,1523,1065,262,1707,1769
"4371","72702_2011-12",1,5,481,288,16,382,409
"4372","72702_2012-13",2,6,473,251,17,372,377
"4373","72702_2013-14",3,10,468,239,17,366,371
"4374","72702_2014-15",6,9,465,244,12,357,379
"4375","72702_2015-16",5,9,470,230,11,357,368
"4376","72702_2016-17",7,7,477,236,13,371,369
"4377","72710_2011-12",241,59,2834,1370,130,2253,2381
"4378","72710_2012-13",236,62,2851,1269,129,2213,2334
"4379","72710_2013-14",226,48,2869,1182,115,2180,2260
"4380","72710_2014-15",226,47,2940,1141,126,2187,2293
"4381","72710_2015-16",215,60,2990,1088,144,2205,2292
"4382","72710_2016-17",222,63,3006,1033,164,2247,2241
"4383","72728_2011-12",4,0,30,155,7,112,84
"4384","72728_2012-13",2,0,40,154,5,119,82
"4385","72728_2013-14",1,2,50,181,6,135,105
"4386","72728_2014-15",1,4,45,182,11,122,121
"4387","72728_2015-16",2,1,53,168,45,125,144
"4388","72728_2016-17",3,0,55,154,50,126,136
"4389","72736_2011-12",438,168,1485,1717,352,2091,2069
"4390","72736_2012-13",414,153,1527,1710,374,2103,2075
"4391","72736_2013-14",377,162,1540,1584,320,2012,1971
"4392","72736_2014-15",379,171,1600,1593,329,2064,2008
"4393","72736_2015-16",386,174,1681,1526,327,2046,2048
"4394","72736_2016-17",399,157,1720,1528,319,2038,2085
"4395","72744_2011-12",3,17,48,117,16,102,99
"4396","72744_2012-13",6,13,50,120,14,101,102
"4397","72744_2013-14",7,12,57,122,16,94,120
"4398","72744_2014-15",11,9,61,125,36,102,140
"4399","72744_2015-16",15,12,68,142,40,125,152
"4400","72744_2016-17",14,10,76,132,39,136,135
"4401","72751_2011-12",4,11,55,123,15,112,96
"4402","72751_2012-13",7,17,54,125,20,103,120
"4403","72751_2013-14",13,14,42,147,20,112,124
"4404","72751_2014-15",13,12,45,175,18,124,139
"4405","72751_2015-16",8,8,51,170,25,128,134
"4406","72751_2016-17",9,11,46,167,21,120,134
"4407","72769_2011-12",23,20,201,400,100,359,385
"4408","72769_2012-13",19,16,207,382,89,361,352
"4409","72769_2013-14",18,16,195,415,108,369,383
"4410","72769_2014-15",18,22,206,394,95,355,380
"4411","72769_2015-16",15,31,205,367,92,336,374
"4412","72769_2016-17",14,25,223,364,113,344,395
"4413","73361_2011-12",0,3,131,1,138,131,142
"4414","73361_2012-13",0,4,131,121,7,132,131
"4415","73361_2013-14",1,2,131,104,4,122,120
"4416","73361_2014-15",2,1,138,104,7,128,124
"4417","73361_2015-16",3,1,139,89,7,126,113
"4418","73361_2016-17",4,1,146,80,7,132,106
"4419","73387_2011-12",1861,185,980,416,1201,2238,2405
"4420","73387_2012-13",1967,155,1026,393,1247,2314,2474
"4421","73387_2013-14",2022,157,991,360,1217,2281,2466
"4422","73387_2014-15",2055,156,969,339,1261,2280,2500
"4423","73387_2015-16",2089,143,1016,343,1246,2311,2526
"4424","73387_2016-17",2218,131,997,300,1186,2338,2494
"4425","73437_2011-12",7,1977,7743,26,244,4872,5125
"4426","73437_2012-13",6,2019,7594,20,102,4691,5050
"4427","73437_2013-14",4,1866,7307,22,81,4453,4827
"4428","73437_2014-15",4,1680,7155,18,92,4268,4681
"4429","73437_2015-16",3,1550,6617,15,100,4029,4256
"4430","73437_2016-17",4,1591,7060,20,118,4181,4612
"4431","73445_2011-12",1311,133,8019,479,298,5001,5239
"4432","73445_2012-13",1257,131,7912,427,295,4852,5170
"4433","73445_2013-14",1202,127,7762,394,266,4705,5046
"4434","73445_2014-15",1193,125,7548,360,258,4590,4894
"4435","73445_2015-16",1141,108,7381,322,262,4443,4771
"4436","73445_2016-17",1095,104,7122,316,275,4347,4565
"4437","73452_2011-12",1609,176,4604,332,782,3630,3873
"4438","73452_2012-13",1600,170,4569,297,789,3609,3816
"4439","73452_2013-14",1579,167,4365,307,801,3548,3671
"4440","73452_2014-15",1521,161,4223,325,809,3453,3586
"4441","73452_2015-16",1425,151,4248,323,769,3411,3505
"4442","73452_2016-17",1428,133,4163,279,742,3334,3411
"4443","73460_2011-12",4956,255,1793,922,628,4166,4388
"4444","73460_2012-13",4957,240,1806,865,635,4162,4341
"4445","73460_2013-14",4958,238,1790,813,624,4083,4340
"4446","73460_2014-15",4933,214,1785,801,640,4029,4344
"4447","73460_2015-16",4783,210,1766,752,648,3922,4237
